num_words,num_paragraphs,num_sentences,num_words_with_punct,num_total_prop,num_noun,num_verb,num_past,num_rare_words_4,num_rare_nouns_4,num_dif_rare_words_4,num_pres,num_indic,num_adv,num_personal_pronouns,num_third_pers_pron,num_subord,num_inf,num_adj,num_rel_subord,num_ger,num_past_irregular,num_rare_verbs_4,num_impera,num_rare_adj_4,num_pass,num_agentless,num_first_pers_pron,num_neg,noun_overlap_adjacent,noun_overlap_all,argument_overlap_adjacent,argument_overlap_all,stem_overlap_adjacent,stem_overlap_all,content_overlap_adjacent_mean,content_overlap_adjacent_std,content_overlap_all_mean,content_overlap_all_std,all_connectives_incidence,causal_connectives_incidence,logical_connectives_incidence,adversative_connectives_incidence,temporal_connectives_incidence,conditional_connectives_incidence,dale_chall,smog,flesch_kincaid,flesch,simple_ttr,nttr,vttr,adj_ttr,adv_ttr,content_ttr,lemma_ttr,lemma_nttr,lemma_vttr,lemma_adj_ttr,lemma_adv_ttr,lemma_content_ttr,honore,maas,mtld,sentences_per_paragraph_mean,sentences_length_mean,sentences_length_no_stopwords_mean,num_syllables_words_mean,words_length_mean,words_length_no_stopwords_mean,lemmas_length_mean,sentences_per_paragraph_std,sentences_length_std,sentences_length_no_stopwords_std,num_syllables_words_std,words_length_std,words_length_no_stopwords_std,lemmas_length_std,left_embeddedness,num_content_words_not_a1_c1_words,num_a1_words,num_b2_words,num_b1_words,num_a2_words,num_c1_words,mean_depth_per_sentence,num_different_forms,num_pass_mean,num_past_irregular_mean,num_punct_marks_per_sentence,mean_propositions_per_sentence,mean_vp_per_sentence,mean_np_per_sentence,noun_phrase_density_incidence,verb_phrase_density_incidence,lexical_density,noun_density,verb_density,adj_density,adv_density,agentless_passive_density_incidence,negation_density_incidence,gerund_density_incidence,infinitive_density_incidence,num_modifiers_noun_phrase,num_decendents_noun_phrase,mean_rare_4,mean_distinct_rare_4,min_wf_per_sentence,polysemic_index,hypernymy_index,hypernymy_verbs_index,hypernymy_nouns_index,num_paragraphs_incidence,num_sentences_incidence,num_past_incidence,num_pres_incidence,num_future,num_future_incidence,num_indic_incidence,num_impera_incidence,num_past_irregular_incidence,num_pass_incidence,num_rare_nouns_4_incidence,num_rare_adj_4_incidence,num_rare_verbs_4_incidence,num_rare_advb_4,num_rare_advb_4_incidence,num_rare_words_4_incidence,num_dif_rare_words_4_incidence,num_lexic_words_incidence,num_noun_incidence,num_adj_incidence,num_adv_incidence,num_verb_incidence,num_subord_incidence,num_rel_subord_incidence,num_personal_pronouns_incidence,num_first_pers_pron_incidence,num_first_pers_sing_pron,num_first_pers_sing_pron_incidence,num_third_pers_pron_incidence,num_a1_words_incidence,num_a2_words_incidence,num_b1_words_incidence,num_b2_words_incidence,num_c1_words_incidence,num_content_words_not_a1_c1_words_incidence,level
720,14,38,818,110,153,104,73,47,29,38,1,58,24,61,52,53,7,74,14,10,37,8,0,7,5,3,8,1,0.16,0.2364,0.48,0.5636,0.16,0.2364,0.0214,0.0334,0.0323,0.054000000000000006,62.5,12.5,27.7778,0.0,22.2222,0.0,9.4449,8.8418,12.7697,43.585,0.4833,0.6797,0.7404,0.6486,0.875,0.7359,0.5208,0.6405,0.6731,0.6486,0.875,0.7093,1080.8171,0.0489,108.6726,2.7857,19.0526,13.2368,1.6597,4.8839999999999995,6.4841,4.6975,1.6978,10.8675,7.5653,0.9615,2.6032,2.3299,2.4999,6.0789,151,239,41,28,45,12,5.4474,348,0.0069,0.5068,2.1842,2.8947,2.7368,7.4211,391.6667,144.4444,0.4931,0.2125,0.1444,0.1028,0.0333,4.1667,1.3889,13.8889,9.7222,0.5638,0.6773,13.2394,15.4472,3.2903,6.1618,4.8862,2.1346,6.9014,19.4444,52.7778,101.3889,1.3889,2,2.7778,80.5556,0.0,51.3889,6.9444,40.2778,9.7222,11.1111,3,4.1667,65.2778,52.7778,493.0556,212.5,102.7778,33.3333,144.4444,73.6111,19.4444,84.7222,11.1111,1,1.3889,72.2222,331.9444,62.5,38.8889,56.9444,16.6667,209.7222,2
439,13,30,504,72,89,69,35,16,11,14,10,32,18,21,18,35,6,25,6,7,14,5,0,0,3,1,3,4,0.1176,0.0645,0.2353,0.129,0.1176,0.0645,0.0143,0.0318,0.011000000000000001,0.0294,50.1139,2.2779,25.0569,0.0,22.779,0.0,8.7504,8.4474,10.375,50.7527,0.5718,0.7978,0.7826,0.92,1.0,0.8751,0.6105,0.7753,0.6667,0.92,1.0,0.8405,1036.3416,0.0422,124.4966,2.3077,14.5667,10.5,1.6424,4.7963,6.3145,4.5881,1.3234,9.1093,6.8154,0.9838,2.5577,2.3327,2.4344,4.3,86,120,17,16,30,5,4.8333,251,0.0068,0.4,1.9333,2.4,2.3,5.6667,387.2437,157.1754,0.4579,0.2027,0.1572,0.0569,0.040999999999999995,2.2779,9.1116,15.9453,13.6674,0.3647,0.4235,7.9602,8.4337,3.9160000000000004,7.2814,5.0318,2.2206,7.1798,29.6128,68.3371,79.7267,22.779,1,2.2779,72.8929,0.0,31.8907,6.8337,25.0569,0.0,11.3895,0,0.0,36.4465,31.8907,457.8588,202.7335,56.9476,41.0023,157.1754,79.7267,13.6674,47.836000000000006,6.8337,3,6.8337,41.0023,273.3485,68.3371,36.4465,38.7244,11.3895,195.8998,2
681,10,31,805,110,176,94,31,24,17,24,36,51,25,34,19,49,6,57,15,8,15,4,0,2,9,7,12,10,0.381,0.3958,0.619,0.5625,0.4286,0.4375,0.0395,0.0394,0.0438,0.0437,74.8899,0.0,54.3319,13.2159,5.8737,1.4684,8.6446,8.2593,12.2282,46.5192,0.4258,0.5568,0.617,0.7368,0.92,0.7077,0.4523,0.5,0.4787,0.7368,0.92,0.6589,902.8711,0.0611,83.5345,3.1,22.0968,15.2581,1.6314,4.8073,6.6346,4.5781,1.7578,13.0096,9.0303,0.9698,2.5887,2.2265,2.4587,6.6774,155,230,47,27,37,2,5.9032,290,0.0132,0.4839,3.0645,3.5484,3.0323,7.9677,362.7019,138.0323,0.5169,0.2584,0.138,0.0837,0.0367,10.279000000000002,14.6843,11.7474,8.8106,0.5668,0.7814,6.8182,10.9589,3.7474,6.1017,5.4511,2.3617,7.1395,14.6843,45.5213,45.5213,52.8634,4,5.8737,74.8899,0.0,22.0264,13.2159,24.9633,2.9369,5.8737,1,1.4684,35.2423,35.2423,516.8869,258.4435,83.7004,36.7107,138.0323,71.953,22.0264,49.9266,17.6211,7,10.279000000000002,27.9001,337.7386,54.3319,39.6476,69.0162,2.9369,227.6065,2
630,10,31,707,102,112,107,68,17,9,15,13,61,26,67,52,59,8,32,14,2,52,2,0,6,10,8,15,6,0.381,0.2791,0.6667,0.6279,0.381,0.2791,0.0484,0.0477,0.0417,0.0456,85.7143,4.7619,47.619,11.1111,22.2222,0.0,6.4992,5.4234,8.4812,70.4533,0.3714,0.5714,0.5794,0.75,0.6538,0.6387,0.4175,0.5268,0.3925,0.75,0.6538,0.5808,719.8304,0.0766,65.5719,3.1,19.9677,11.3548,1.3683,4.1858,5.9432,4.0194,1.4457,8.8043,4.4472,0.6791,2.1666,2.0395,2.113,7.5484,111,293,9,5,19,0,5.6774,234,0.0159,0.7647,2.3548,3.2903,3.4516,7.2258,355.5556,169.8413,0.4397,0.1778,0.1698,0.0508,0.0413,12.6984,9.5238,3.1746,12.6984,0.3571,0.3884,6.1372,9.0909,3.3710000000000004,7.6971,4.6621,2.1121,7.0982,15.873,49.2063,107.9365,20.6349,3,4.7619,96.8254,0.0,82.5397,15.873,14.2857,9.5238,3.1746,0,0.0,26.9841,23.8095,439.6825,177.7778,50.7937,41.2698,169.8413,93.6508,22.2222,106.3492,23.8095,14,22.2222,82.5397,465.0794,30.1587,7.9365,14.2857,0.0,176.1905,2
764,9,50,888,136,179,125,19,43,19,39,57,58,54,58,34,65,14,61,12,6,11,12,3,9,2,2,5,8,0.1951,0.2231,0.4146,0.4231,0.2927,0.3077,0.0346,0.0484,0.0318,0.0429,83.7696,11.7801,44.5026,7.8534,14.3979,5.2356,7.2465,7.087000000000001,7.851,66.5454,0.428,0.6425,0.648,0.7541,0.7037,0.6871,0.4306,0.6145,0.48,0.7541,0.7037,0.6381,819.8013,0.0583,81.7646,5.5556,15.4,10.24,1.4712,4.3831,5.9746,4.2429,1.8922,7.9448,5.1558,0.8173,2.4335,2.3151,2.3276,3.2,153,337,18,14,41,6,4.94,327,0.0026,0.5789,1.8,2.72,2.5,5.54,362.5654,163.6126,0.5484,0.2343,0.1636,0.0798,0.0707,2.6178,10.4712,7.8534,18.3246,0.4152,0.4549,10.2625,14.4981,3.6156,6.9581,5.0567,2.0244,7.1638,11.7801,65.445,24.8691,74.6073,1,1.3089,75.9162,3.9267,14.3979,2.6178,24.8691,11.7801,15.7068,3,3.9267,56.2827,51.0471,548.4293,234.2932,79.8429,70.6806,163.6126,85.0785,15.7068,75.9162,6.5445,0,0.0,44.5026,441.0995,53.6649,18.3246,23.5602,7.8534,200.2618,2
601,17,32,744,87,137,67,28,23,17,23,20,34,28,19,17,32,4,59,3,8,13,4,0,1,4,2,1,2,0.2857,0.3636,0.4286,0.5,0.3571,0.4091,0.0666,0.0651,0.057,0.059000000000000004,53.2446,6.6556,36.6057,1.6639,8.3195,0.0,9.376,7.8659,10.6985,54.0409,0.4875,0.635,0.7313,0.7119,0.75,0.7070000000000001,0.5225,0.5839,0.6418,0.7119,0.75,0.6719,1005.1978,0.0513,94.8387,1.8235,18.1562,15.5625,1.5657,4.7143,6.1433,4.5559,1.0424,8.99,8.642000000000001,0.9118,2.4693,2.2308,2.3736,6.5312,121,172,21,31,35,1,5.5,293,0.0067,0.4643,3.25,2.7188,2.0938,7.0312,374.376,111.4809,0.4842,0.228,0.1115,0.0982,0.0466,3.3278,3.3278,13.3111,6.6556,0.5467,0.7111,7.9038,11.7949,2.7428,6.5194,5.3485,2.0448,7.0382,28.2862,53.2446,46.589,33.2779,0,0.0,56.5724,0.0,21.6306,6.6556,28.2862,1.6639,6.6556,1,1.6639,38.2696,38.2696,484.19300000000004,227.9534,98.1697,46.589,111.4809,53.2446,4.9917,31.614,1.6639,0,0.0,28.2862,286.1897,58.2363,51.5807,34.9418,1.6639,201.3311,2
721,11,41,836,115,143,100,26,42,27,28,45,54,52,42,28,51,9,62,8,8,13,9,0,4,1,1,10,2,0.1667,0.1343,0.4,0.2985,0.3,0.209,0.0273,0.052000000000000005,0.0177,0.0391,77.6699,9.7087,33.2871,8.3218,24.9653,1.3869999999999998,7.7719,7.1191,8.8619,62.8485,0.4105,0.5944,0.61,0.6613,0.6731,0.6347,0.4563,0.5455,0.43,0.6452,0.6731,0.5735,790.6064,0.0633,98.0046,3.7273,17.5366,11.8293,1.4909999999999999,4.3797,5.8777,4.2156,1.42,9.0906,6.3049,0.7814,2.1935,1.9107,2.0883,5.877999999999999,145,287,8,13,29,1,5.3415,296,0.0014,0.5,2.3902,2.8049,2.439,6.1951,352.2885,138.6963,0.4951,0.1983,0.1387,0.086,0.0721,1.3869999999999998,2.7739,11.0957,12.4827,0.4528,0.5709,11.7647,13.1455,2.9563,7.185,5.2417,1.99,7.5643,15.2566,56.8655,36.061,62.4133,2,2.7739,74.896,0.0,18.0305,1.3869999999999998,37.448,5.5479,12.4827,2,2.7739,58.2524,38.835,495.1456,198.3356,85.9917,72.1221,138.6963,70.7351,11.0957,58.2524,13.8696,5,6.9348,38.835,398.0583,40.2219,18.0305,11.0957,1.3869999999999998,201.1096,2
750,10,37,854,125,193,125,12,64,41,43,55,54,52,30,28,65,17,64,12,15,2,17,3,3,6,4,1,8,0.4074,0.3455,0.5185,0.5273,0.4444,0.4,0.0376,0.0399,0.0328,0.0357,80.0,9.3333,44.0,4.0,20.0,2.6667,9.5473,10.2197,12.1079,44.3583,0.4587,0.5751,0.688,0.7188,0.6538,0.6589,0.4627,0.5233,0.584,0.7188,0.6538,0.62,907.3588,0.0526,116.7946,3.7,20.4595,14.2162,1.6773,4.9511,6.6061,4.7147,1.005,9.9881,6.9521,1.0132,2.7356,2.4373,2.5645,6.6757,164,302,19,18,69,7,5.7838,344,0.008,0.1667,2.4054,3.3784,3.3784,7.2162,356.0,166.6667,0.5787,0.2573,0.1667,0.0853,0.0693,5.3333,10.6667,20.0,22.6667,0.4757,0.5468,14.7465,15.9851,2.4127,6.8296,5.0,2.1639,7.0116,13.3333,49.3333,16.0,73.3333,1,1.3333,72.0,4.0,2.6667,8.0,54.6667,4.0,22.6667,3,4.0,85.3333,57.3333,578.6667,257.3333,85.3333,69.3333,166.6667,86.6667,16.0,40.0,1.3333,1,1.3333,37.3333,402.6667,92.0,24.0,25.3333,9.3333,218.6667,2
484,14,39,578,101,106,92,38,34,21,24,31,50,20,47,32,44,11,26,11,2,24,8,0,5,4,4,10,4,0.08,0.0714,0.28,0.3095,0.12,0.11900000000000001,0.0052,0.0142,0.0048,0.0153,64.0496,4.1322,41.3223,8.2645,10.3306,0.0,7.5797,7.4198,7.7922,63.1426,0.5145,0.6981,0.7174,0.9231,0.85,0.7972,0.5888,0.6038,0.5870000000000001,0.9231,0.85,0.741,868.2162,0.0503,121.0,2.7857,12.5897,8.8205,1.5372,4.7352,6.5019,4.4929,1.0127,7.242000000000001,5.3917,0.8676,2.7979,2.7135,2.705,3.4615,123,170,9,5,11,3,4.5641,249,0.0083,0.6316,2.0256,2.5897,2.359,4.9231,396.6942,190.0826,0.5041,0.21899999999999997,0.1901,0.0537,0.0413,8.2645,8.2645,4.1322,22.7273,0.3385,0.375,13.9344,13.3333,3.1105,7.4661,4.2188,1.7841,6.2788,28.9256,80.5785,78.5124,64.0496,0,0.0,103.3058,0.0,49.5868,8.2645,43.3884,10.3306,16.5289,0,0.0,70.2479,49.5868,504.1322,219.0083,53.718999999999994,41.3223,190.0826,90.9091,22.7273,97.1074,20.6612,10,20.6612,66.1157,351.2397,22.7273,10.3306,18.595,6.1983,254.1322,2
592,9,24,654,104,128,102,43,33,26,18,16,30,27,19,16,64,19,38,8,6,20,6,0,1,8,6,3,5,0.2667,0.2222,0.6,0.5185,0.5333,0.4444,0.0511,0.0748,0.0495,0.0678,87.8378,20.2703,38.8514,6.7568,21.9595,0.0,8.5941,8.5986,13.5236,43.9493,0.4257,0.5391,0.598,0.6053,0.7407,0.6208,0.4882,0.4453,0.4706,0.6053,0.7407,0.5655,659.0803,0.0643,96.5589,2.6667,24.4167,16.0417,1.6166,4.9334,6.6207,4.6553,1.2472,12.6291,9.2668,0.9042,2.6128,2.2847,2.4725,4.75,119,190,15,21,31,11,6.4167,252,0.0135,0.4651,2.2083,4.3333,4.25,8.4167,341.2162,172.2973,0.4983,0.2162,0.1723,0.0642,0.0456,10.1351,8.4459,10.1351,32.0946,0.4703,0.6139,11.1864,10.5263,2.7875,7.2637,5.0175,1.8725,7.5433,15.2027,40.5405,72.6351,27.026999999999997,2,3.3784,50.6757,0.0,33.7838,13.5135,43.9189,1.6892,10.1351,0,0.0,55.7432,30.4054,498.3108,216.2162,64.1892,45.6081,172.2973,108.1081,13.5135,32.0946,5.0676,0,0.0,27.026999999999997,320.9459,52.3649,35.473,25.3378,18.5811,201.0135,2
692,14,38,784,133,172,119,17,29,14,22,55,58,26,48,46,71,27,47,13,10,5,5,0,8,2,2,2,4,0.3333,0.381,0.75,0.7381,0.4583,0.5238,0.0478,0.0735,0.0482,0.0654,41.9075,0.0,33.236999999999995,4.3353,4.3353,0.0,7.7114,7.3759,9.502,59.373000000000005,0.4032,0.5465,0.6134,0.5957,0.6923,0.612,0.4653,0.5,0.5042,0.5957,0.6923,0.573,792.3896,0.066,77.4183,2.7143,17.7632,12.5789,1.5246,4.7007,6.2547,4.3763,1.1606,7.6311,6.4426,0.8194,2.4415,2.1715,2.2635,6.0,145,270,13,12,37,1,5.7895,279,0.0029,0.2941,2.1316,3.5,3.1316,6.8421,375.7225,171.9653,0.526,0.2486,0.172,0.0679,0.0376,2.8902,5.7803,14.4509,39.0173,0.4308,0.5346,7.9670000000000005,10.4762,2.7263,8.1373,4.8345,1.6555,7.0468,20.2312,54.9133,24.5665,79.4798,0,0.0,83.815,0.0,7.2254,2.8902,20.2312,11.5607,7.2254,2,2.8902,41.9075,31.7919,526.0116,248.5549,67.9191,37.5723,171.9653,102.6012,18.7861,69.3642,2.8902,1,1.4451,66.47399999999999,390.1734,53.4682,17.340999999999998,18.7861,1.4451,209.5376,2
583,18,34,672,120,107,116,58,16,10,14,23,68,22,49,29,64,17,42,15,9,33,4,1,1,5,4,15,5,0.1111,0.0909,0.3889,0.3182,0.1111,0.0909,0.0333,0.039,0.0302,0.0379,77.187,5.1458,49.7427,6.8611,12.0069,3.4305,8.4954,8.0277,11.5358,49.4416,0.5026,0.7664,0.6293,0.7857,0.8182,0.7499,0.5163,0.7290000000000001,0.5,0.7857,0.8182,0.7082,942.2568,0.0491,109.7904,2.0,17.3235,11.7059,1.6106,4.6842,6.3492,4.4924,0.6667,8.5465,5.437,0.9023,2.5518,2.2703,2.4871,3.7353,121,196,26,13,24,5,5.8824,293,0.0086,0.569,2.2353,3.5294,3.4118,6.5294,380.789,198.9708,0.4923,0.1835,0.19899999999999998,0.07200000000000001,0.0377,6.8611,8.5763,15.4374,29.1595,0.4279,0.545,5.5749,6.8627,3.3188,7.1449,4.2523,2.0869999999999997,6.5794,30.8748,58.318999999999996,99.4854,39.4511,2,3.4305,116.6381,1.7153,56.6038,8.5763,17.1527,1.7153,6.8611,1,1.7153,27.4443,24.0137,492.2813,183.5334,72.0412,37.7358,198.9708,109.777,25.729,84.04799999999999,25.729,12,20.5832,49.7427,336.1921,41.1664,22.2985,44.5969,8.5763,207.5472,2
585,11,31,663,96,159,85,50,24,17,12,14,57,21,32,27,49,8,49,10,4,25,3,0,4,2,1,3,3,0.4,0.375,0.65,0.6875,0.45,0.4375,0.0292,0.0375,0.0293,0.0365,49.5726,1.7094,34.188,5.1282,8.547,0.0,8.3783,9.699,11.3557,47.2594,0.4427,0.5346,0.6588,0.7755,0.8095,0.6946,0.4803,0.4969,0.4824,0.7755,0.8095,0.6411,754.4141,0.0608,85.039,2.8182,18.5806,12.870999999999999,1.6598,5.0174,6.6891,4.8021,0.8332,7.3123,5.4045,1.0405,2.697,2.5184,2.571,6.9032,143,233,15,14,30,4,5.6774,259,0.0034,0.5,2.3226,3.0968,2.7419,7.2581,384.6154,145.2991,0.5368,0.2718,0.1453,0.0838,0.0359,1.7094,5.1282,6.8376,13.6752,0.4578,0.5911,7.6433,6.1856,3.3742,7.7276,4.9665,1.8941,6.6623,18.8034,52.9915,85.4701,23.9316,1,1.7094,97.4359,0.0,42.735,3.4188,29.0598,6.8376,5.1282,0,0.0,41.0256,20.5128,536.7521,271.7949,83.7607,35.8974,145.2991,83.7607,17.094,54.7009,5.1282,0,0.0,46.1538,398.2906,51.2821,23.9316,25.641,6.8376,244.4444,2
772,15,41,890,120,197,112,38,64,38,52,42,52,35,29,22,56,11,71,13,7,22,10,0,16,11,10,3,6,0.2308,0.1458,0.4615,0.2708,0.2692,0.1667,0.0267,0.0398,0.0166,0.0329,66.0622,7.772,37.5648,2.5907,15.544,2.5907,7.9043,6.8077,9.3617,61.4808,0.5168,0.7005,0.7143,0.8028,0.7429,0.7401,0.5324,0.6599,0.5536,0.8028,0.7429,0.6898,1129.5679,0.0424,158.2613,2.7333,18.7073,13.4146,1.4922,4.5515,5.9953,4.3351,1.2893,7.5941,5.9304,0.7777,2.256,1.8554,2.1285,4.6829,205,277,19,30,35,1,5.4878,399,0.0142,0.5789,2.2195,2.9268,2.7317,6.877999999999999,365.285,145.0777,0.5376,0.2552,0.1451,0.092,0.0453,12.9534,7.772,9.0674,14.2487,0.539,0.695,15.4217,17.3913,3.1541,6.6286,5.5663,2.0357,7.5736,19.4301,53.1088,49.2228,54.4041,2,2.5907,67.3575,0.0,28.4974,14.2487,49.2228,20.7254,12.9534,0,0.0,82.9016,67.3575,537.5648,255.1813,91.9689,45.3368,145.0777,72.5389,16.8394,37.5648,3.886,3,3.886,28.4974,358.8083,45.3368,38.8601,24.6114,1.2953,265.54400000000004,2
648,10,47,765,117,127,111,69,41,35,32,16,65,47,61,38,51,8,32,7,5,43,5,1,1,3,3,21,13,0.1892,0.1471,0.5135,0.4706,0.1892,0.1667,0.0401,0.0611,0.0302,0.0521,72.5309,6.1728,33.9506,6.1728,21.6049,4.6296,6.8789,6.247000000000001,6.2123,75.0798,0.429,0.6299,0.5676,0.9062,0.6383,0.6855,0.4954,0.5748,0.4595,0.9062,0.6383,0.6447,730.4839999999999,0.0615,90.5819,4.7,13.5957,9.5745,1.392,4.2097,5.6296,3.9906,1.7349,6.853,4.7613,0.6966,2.2216,2.0364,2.0985,5.0638,155,241,6,13,29,3,4.766,278,0.0046,0.6232,1.8936,2.4894,2.3617,5.0851,368.8272,171.2963,0.4892,0.196,0.1713,0.0494,0.0725,4.6296,20.0617,7.716,12.3457,0.3347,0.4184,12.9338,16.4103,3.4766,6.9327,4.9283,1.7207,7.754,15.4321,72.5309,106.4815,24.6914,0,0.0,100.3086,1.5432,66.358,4.6296,54.0123,1.5432,7.716,0,0.0,63.2716,49.3827,489.1975,195.9877,49.3827,72.5309,171.2963,78.7037,10.8025,94.1358,32.4074,19,29.320999999999998,58.641999999999996,371.9136,44.7531,20.0617,9.2593,4.6296,239.1975,2
651,10,33,725,117,177,106,20,70,51,46,53,52,23,28,25,57,8,58,22,7,12,6,0,12,5,3,3,10,0.3043,0.2826,0.3478,0.3913,0.3478,0.3478,0.0203,0.0345,0.0246,0.0371,82.9493,7.6805,53.7634,9.2166,10.7527,1.5361,8.7626,8.576,10.9957,52.4635,0.4777,0.6667,0.6604,0.8103,0.8261,0.7409,0.4839,0.5989,0.5472,0.8103,0.8261,0.6956,930.8763,0.0516,106.9271,3.3,19.8182,12.5758,1.5806,4.7936,6.468,4.526,1.2689,10.5355,5.9545,0.9492,2.6628,2.4788,2.5017,4.9697,169,245,17,22,37,4,5.9697,311,0.0077,0.6,2.0303,3.5455,3.2121,7.3333,371.7358,162.8264,0.5591,0.2719,0.1628,0.0891,0.0353,4.6083,15.360999999999999,10.7527,12.2888,0.4917,0.5909,19.2308,18.254,3.1842,6.4722,5.4574,2.0377,7.517,15.360999999999999,50.6912,30.721999999999998,81.4132,1,1.5361,79.8771,0.0,18.4332,7.6805,78.34100000000001,18.4332,9.2166,1,1.5361,107.5269,70.6605,559.1398,271.8894,89.0937,35.3303,162.8264,87.5576,33.7942,43.0108,4.6083,2,3.0722,38.4025,376.3441,56.8356,33.7942,26.1137,6.1444,259.6006,2
729,10,47,840,113,177,104,19,57,43,43,47,50,38,23,20,50,15,61,6,9,8,6,0,7,5,5,2,0,0.0811,0.0792,0.1622,0.1485,0.1351,0.1188,0.0206,0.0423,0.0176,0.0386,60.3567,8.2305,26.0631,2.7435,23.3196,0.0,8.4995,9.1955,9.7879,53.1149,0.4829,0.7232,0.7019,0.7213,0.6579,0.7011,0.5446,0.6384,0.5865,0.7213,0.6579,0.6509999999999999,978.3302,0.0488,113.1815,4.7,15.4468,11.2553,1.6269,4.8264,6.3831,4.6433,1.6763,8.092,6.7144,1.0051,2.7996,2.6976,2.6852,5.0638,155,252,23,19,40,2,4.8936,352,0.0069,0.4211,2.0,2.4043,2.2128,6.2553,403.2922,142.6612,0.5213,0.2428,0.1427,0.0837,0.0521,6.8587,0.0,12.3457,20.5761,0.4082,0.4762,15.0,16.1654,2.8581,7.1488,5.29,2.0388,7.3072,13.7174,64.4719,26.0631,64.4719,2,2.7435,68.5871,0.0,10.9739,6.8587,58.9849,9.6022,8.2305,1,1.3717,78.1893,58.9849,521.262,242.7984,83.6763,52.1262,142.6612,68.5871,8.2305,31.5501,2.7435,0,0.0,27.4348,345.67900000000003,54.8697,26.0631,31.5501,2.7435,212.62,2
673,11,33,772,112,175,100,22,77,50,44,41,45,30,24,15,47,9,64,7,14,16,9,0,16,3,2,9,7,0.3636,0.4167,0.4545,0.4722,0.3636,0.4167,0.0313,0.0473,0.0384,0.0521,65.3789,5.9435,46.0624,4.4577,5.9435,2.9718,9.8097,8.9278,11.8082,46.7274,0.4606,0.5371,0.66,0.6719,0.8333,0.6756,0.5379,0.52,0.54,0.6719,0.8333,0.6413,827.061,0.0542,93.6274,3.0,20.5758,14.8788,1.6478,4.9853,6.5151,4.7585,0.7385,8.392000000000001,6.8391,0.9312,2.6588,2.3837,2.5388,6.6364,174,220,32,15,43,15,5.8485,310,0.0045,0.7273,2.4242,3.3939,3.0303,7.697,377.4146,148.5884,0.5483,0.26,0.1486,0.0951,0.0446,2.9718,10.4012,20.8024,13.373,0.4882,0.6535,20.8672,19.5556,2.6215,5.9136,5.7122,2.1616,7.7558,16.3447,49.0342,32.6895,60.9212,1,1.4859,66.8648,0.0,23.7741,4.4577,74.2942,23.7741,13.373,2,2.9718,114.4131,65.3789,548.2912,260.0297,95.0966,44.5765,148.5884,69.8366,10.4012,35.6612,13.373,2,2.9718,22.2883,326.8945,63.893,22.2883,47.5483,22.2883,258.5438,2
862,21,42,971,162,167,150,23,38,26,32,64,74,47,62,49,86,23,61,10,16,8,6,1,5,4,2,12,9,0.1905,0.2,0.7143,0.7,0.1905,0.2,0.0347,0.0485,0.0351,0.0492,91.6473,11.6009,46.4037,12.761,18.5615,2.3202,7.2739,5.7736,9.0602,66.6604,0.4188,0.6467,0.6267,0.7541,0.7234,0.6877,0.4617,0.6048,0.4533,0.7541,0.7234,0.6339,841.0461,0.0578,101.7639,2.0,20.3571,13.2143,1.4107,4.352,5.8269,4.0994,0.9258,9.6234,6.3303,0.6851,2.1821,1.9345,2.0344,4.9048,172,352,11,9,45,3,6.1667,361,0.0046,0.3478,2.381,3.8571,3.5714,7.1905,350.348,174.0139,0.493,0.1937,0.174,0.0708,0.0545,2.3202,10.4408,18.5615,26.6821,0.4139,0.5099,8.9412,11.6364,3.1736,7.5711,4.5175,1.7047,7.0422,24.3619,48.7239,26.6821,74.2459,1,1.1601,85.8469,1.1601,9.2807,4.6404,30.1624,5.8005,6.9606,1,1.1601,44.0835,37.123000000000005,493.0394,193.7355,70.7657,54.5244,174.0139,99.76799999999999,11.6009,71.9258,13.9211,5,5.8005,56.8445,408.3527,52.2042,10.4408,12.761,3.4803,199.53599999999997,2
596,10,42,717,105,111,97,54,13,9,13,22,64,42,53,38,40,5,44,7,6,34,2,0,1,1,1,15,11,0.0625,0.0227,0.4062,0.3295,0.1562,0.0682,0.0304,0.0607,0.02,0.0463,80.5369,8.3893,48.6577,8.3893,15.1007,0.0,7.4136,6.7636,8.0403,62.6927,0.4849,0.7387,0.6082,0.8182,0.8095,0.7436,0.5419,0.6847,0.4639,0.8182,0.8095,0.6941,853.2406,0.0519,104.7182,4.2,14.5476,10.0,1.5336,4.383,5.8917,4.198,2.0396,7.5725,6.2944,0.8556,2.4051,2.2674,2.3102,3.9048,109,261,8,6,22,6,4.6429,289,0.0017,0.6296,2.2857,2.5,2.3095,5.3333,375.8389,162.7517,0.4933,0.1862,0.1628,0.0738,0.0705,1.6779,18.4564,10.0671,8.3893,0.3348,0.433,4.4218,6.25,2.7055,8.2613,4.5388,1.7423,7.0275,16.7785,70.4698,90.604,36.9128,0,0.0,107.3826,0.0,57.047,1.6779,15.1007,1.6779,3.3557,1,1.6779,21.8121,21.8121,493.2886,186.2416,73.8255,70.4698,162.7517,67.1141,11.745,88.9262,25.1678,6,10.0671,63.7584,437.9195,36.9128,10.0671,13.4228,10.0671,182.8859,2
