adj_density,adj_ttr,adv_density,adv_ttr,adversative_connectives,adversative_connectives_incidence,agentless_passive_incidence,all_connectives,all_connectives_incidence,argument_overlap_adjacent,argument_overlap_all,causal_connectives,causal_connectives_incidence,conditional_connectives,conditional_connectives_incidence,content_overlap_adjacent_mean,content_overlap_adjacent_std,content_overlap_all_mean,content_overlap_all_std,content_ttr,flesch,gerund_incidence,honore,hypernymy_index,hypernymy_nouns_index,hypernymy_verbs_index,infinitive_incidence,left_embeddedness,lemma_adj_ttr,lemma_adv_ttr,lemma_content_ttr,lemma_nttr,lemma_ttr,lemma_vttr,lemmas_length_mean,lemmas_length_std,lexical_density,logical_connectives,logical_connectives_incidence,maas,mean_depth_per_sentence,mean_distinct_rare,mean_distinct_rare_incidence,mean_np_per_sentence,mean_propositions_per_sentence,mean_rare,mean_rare_incidence,mean_vp_per_sentence,min_wf_per_sentence,mtld,negation_incidence,noun_density,noun_overlap_adjacent,noun_overlap_all,noun_phrase_density_incidence,nttr,num_a1_words,num_a1_words_incidence,num_a2_words,num_a2_words_incidence,num_adj,num_adj_incidence,num_adv,num_adv_incidence,num_agentless,num_b1_words,num_b1_words_incidence,num_b2_words,num_b2_words_incidence,num_c1_words,num_c1_words_incidence,num_content_words_not_a1_c1_words,num_content_words_not_a1_c1_words_incidence,num_decendents_noun_phrase,num_dif_rare_words,num_dif_rare_words_incidence,num_different_forms,num_first_pers_pron,num_first_pers_pron_incidence,num_first_pers_sing_pron,num_first_pers_sing_pron_incidence,num_future,num_future_incidence,num_ger,num_impera,num_impera_incidence,num_indic,num_indic_incidence,num_inf,num_lexic_words,num_lexic_words_incidence,num_modifiers_noun_phrase,num_neg,num_noun,num_noun_incidence,num_paragraphs,num_paragraphs_incidence,num_pass,num_pass_incidence,num_pass_mean,num_past,num_past_incidence,num_past_irregular,num_past_irregular_incidence,num_past_irregular_mean,num_personal_pronouns,num_personal_pronouns_incidence,num_pres,num_pres_incidence,num_proper_noun,num_proper_noun_incidence,num_punct_in_sentence,num_punct_marks_per_sentence,num_rare_adj,num_rare_adj_incidence,num_rare_advb,num_rare_advb_incidence,num_rare_nouns,num_rare_nouns_incidence,num_rare_verbs,num_rare_verbs_incidence,num_rare_words,num_rare_words_incidence,num_rel_subord,num_rel_subord_incidence,num_sentences,num_sentences_incidence,num_subord,num_subord_incidence,num_syllables_words_mean,num_syllables_words_std,num_third_pers_pron,num_third_pers_pron_incidence,num_total_prop,num_verb,num_verb_incidence,num_words,num_words_more_3_syl,num_words_with_punct,polysemic_index,prop,ratio_proper_nouns_per_nouns,sentences_length_mean,sentences_length_no_stopwords_mean,sentences_length_no_stopwords_std,sentences_length_std,sentences_per_paragraph_mean,sentences_per_paragraph_std,similarity_adjacent_mean,similarity_adjacent_par_mean,similarity_adjacent_par_std,similarity_adjacent_std,similarity_pairs_par_mean,similarity_pairs_par_std,simple_ttr,smog,stem_overlap_adjacent,stem_overlap_all,temporal_connectives,temporal_connectives_incidence,verb_density,verb_phrase_density_incidence,vttr,words_length_mean,words_length_no_stopwords_mean,words_length_no_stopwords_std,words_length_std,level
0.0698,0.6122,0.0356,0.68,6.0,8.547,2.849,40.0,56.9801,0.5135,0.4694,0.0,0.0,0.0,0.0,0.0473,0.0636,0.0389,0.048,0.6117,60.4611,12.8205,794.1281,4.9021,7.1047,1.5789,49.8575,6.2368,0.6122,0.68,0.5753,0.5,0.4601,0.5088,4.3902,2.2685,0.5128,26.0,37.037,0.067,6.0263,9.2233,13.1386,6.2895,3.5789,7.2222,10.288,3.0,2.7634,78.0896,5.698,0.245,0.3333,0.381,340.4558,0.5407,276.0,393.1624,38.0,54.1311,49.0,69.8006,25.0,35.6125,2.0,13.0,18.5185,14.0,19.943,1.0,1.4245,137.0,195.1567,1.2176,19.0,27.0655,279,2.0,2.849,1.0,1.4245,0.0,0.0,9.0,0.0,0.0,57.0,81.1966,35.0,360.0,512.8205,1.0126,4.0,172.0,245.0142,14,19.943,2.0,2.849,0.0028,16.0,22.792,5.0,7.1225,0.3125,47.0,66.9516,54.0,76.9231,38.0,54.1311,1,2.1316,8.0,11.396,0.0,0.0,13.0,18.5185,5.0,7.1225,26.0,37.037,13.0,18.5185,38.0,54.1311,71.0,101.1396,1.5085,0.8037,45.0,64.1026,136.0,114.0,162.3932,702.0,21.0,783.0,8.1096,2,0.181,18.4737,7.2368,4.145,8.4191,2.7143,1.1606,0.8257,0.8102,0.0577,0.0558,0.7998,0.0587,0.3974,7.3759,0.3784,0.4068,8.0,11.396,0.1624,162.3932,0.614,4.7077,6.7491,2.0904,2.4347,1
0.0822,0.8163,0.0352,0.8095,5.0,8.3893,5.0336,53.0,88.9262,0.1622,0.2219,4.0,6.7114,2.0,3.3557,0.02,0.0339,0.018,0.0359,0.749,56.0665,15.1007,945.5199,4.4227,6.8241,2.1071,36.9128,3.5263,0.8163,0.8095,0.7066,0.7315,0.505,0.469,4.4924,2.4891,0.4883,30.0,50.3356,0.0507,5.7368,7.2464,12.1584,5.3684,3.2895,5.8419,9.8018,2.9737,3.3926,114.3773,8.3893,0.1812,0.1,0.0769,342.2819,0.7685,190.0,318.7919,24.0,40.2685,49.0,82.2148,21.0,35.2349,3.0,12.0,20.1342,29.0,48.6577,4.0,6.7114,113.0,189.5973,1.2843,15.0,25.1678,293,15.0,25.1678,12.0,20.1342,0.0,0.0,9.0,2.0,3.3557,69.0,115.7718,22.0,291.0,488.255,0.951,5.0,108.0,181.2081,18,30.2013,4.0,6.7114,0.0067,56.0,93.9597,32.0,53.6913,0.5714,49.0,82.2148,24.0,40.2685,53.0,88.9262,3,2.0,3.0,5.0336,1.0,1.6779,10.0,16.7785,3.0,5.0336,17.0,28.5235,16.0,26.8456,38.0,63.7584,62.0,104.0268,1.594,0.8897,29.0,48.6577,125.0,113.0,189.5973,596.0,25.0,672.0,7.0592,3,0.3292,15.6842,5.9211,3.0897,8.2752,2.1111,0.737,0.7176,0.7456,0.0742,0.1829,0.7181,0.1845,0.4916,7.7627,0.0541,0.0526,12.0,20.1342,0.1896,189.5973,0.6018,4.6842,6.8533,2.2052,2.5518,1
0.0774,0.7609,0.0438,0.8077,4.0,6.734,1.6835,36.0,60.6061,0.4333,0.4129,1.0,1.6835,0.0,0.0,0.0311,0.0441,0.0278,0.04,0.6914,48.3802,6.734,742.5657,4.9706,6.6601,1.9294,28.6195,6.871,0.7609,0.8077,0.6391,0.4937,0.4764,0.4941,4.7938,2.5691,0.5303,21.0,35.3535,0.0626,5.6452,5.6701,9.5456,6.4516,3.1935,7.3016,12.2923,2.7419,3.4523,85.039,5.0505,0.266,0.4,0.4062,336.7003,0.538,230.0,387.2054,28.0,47.138,46.0,77.4411,26.0,43.771,1.0,15.0,25.2525,12.0,20.202,4.0,6.734,133.0,223.9057,1.78,11.0,18.5185,257,3.0,5.0505,0.0,0.0,0.0,0.0,4.0,1.0,1.6835,53.0,89.2256,17.0,315.0,530.303,1.2,3.0,158.0,265.9933,11,18.5185,2.0,3.367,0.0034,50.0,84.1751,25.0,42.0875,0.5,32.0,53.8721,13.0,21.8855,23.0,38.7205,4,2.3226,4.0,6.734,0.0,0.0,16.0,26.936,3.0,5.0505,23.0,38.7205,8.0,13.468,31.0,52.1886,50.0,84.1751,1.6431,1.0383,27.0,45.4545,99.0,85.0,143.0976,594.0,40.0,666.0,7.5875,2,0.1271,19.1613,7.129,3.6433,7.3577,2.8182,0.8332,0.8068,0.8034,0.0165,0.0468,0.8083,0.054,0.4327,9.6183,0.3333,0.329,10.0,16.835,0.1431,143.0976,0.6588,5.0017,7.1403,2.3865,2.6996,1
0.0864,0.8116,0.0401,0.75,7.0,8.761,12.5156,63.0,78.8486,0.35,0.1683,6.0,7.5094,3.0,3.7547,0.0221,0.0338,0.0111,0.0242,0.7522,63.2784,6.2578,1141.0993,5.5942,7.49,2.0833,25.0313,5.2195,0.8116,0.75,0.7016,0.68,0.5156,0.5648,4.316,2.1261,0.5119,32.0,40.0501,0.0442,5.3902,18.2724,22.8691,6.0488,3.0732,16.3814,20.5024,2.6341,3.1305,161.6901,7.5094,0.2503,0.2308,0.1458,310.388,0.725,259.0,324.1552,36.0,45.0563,69.0,86.3579,32.0,40.0501,10.0,30.0,37.5469,16.0,20.025,2.0,2.5031,190.0,237.7972,1.6452,55.0,68.836,401,3.0,3.7547,3.0,3.7547,0.0,0.0,5.0,0.0,0.0,47.0,58.8235,20.0,409.0,511.8899,1.2339,6.0,200.0,250.3129,15,18.7735,11.0,13.7672,0.0138,43.0,53.8173,23.0,28.786,0.5349,29.0,36.2954,38.0,47.5594,49.0,61.3267,1,2.2683,17.0,21.2766,0.0,0.0,40.0,50.0626,10.0,12.5156,67.0,83.8548,15.0,18.7735,41.0,51.3141,59.0,73.8423,1.4631,0.751,22.0,27.5344,126.0,108.0,135.169,799.0,17.0,892.0,6.6478,2,0.1968,19.4878,8.1463,4.0997,8.2051,2.7333,1.2893,0.8028,0.7891,0.0426,0.061,0.7679,0.0664,0.5019,6.8077,0.225,0.1244,15.0,18.7735,0.1352,135.169,0.7222,4.554,6.3114,1.8423,2.2607,1
0.0561,0.8421,0.0679,0.6087,6.0,8.8626,4.4313,54.0,79.7637,0.4255,0.2154,4.0,5.9084,3.0,4.4313,0.0323,0.0553,0.0198,0.0396,0.6546,76.3036,5.9084,735.424,5.0556,7.7752,1.7143,28.065,4.3333,0.8421,0.6087,0.6064,0.5462,0.4727,0.4286,3.9953,2.1054,0.4712,25.0,36.9276,0.0647,4.6042,16.4948,24.3645,4.4583,2.4375,13.4796,19.9108,2.1875,3.4892,92.0272,19.2024,0.192,0.2105,0.1495,316.1004,0.6154,239.0,353.0281,28.0,41.3589,38.0,56.13,46.0,67.9468,3.0,14.0,20.6795,7.0,10.3397,5.0,7.3855,149.0,220.0886,1.0841,32.0,47.2674,278,22.0,32.4963,20.0,29.5421,0.0,0.0,4.0,0.0,0.0,65.0,96.0118,19.0,319.0,471.1965,0.8738,13.0,130.0,192.0236,10,14.771,3.0,4.4313,0.0044,67.0,98.966,43.0,63.5155,0.6418,62.0,91.5805,14.0,20.6795,47.0,69.4239,1,1.8542,0.0,0.0,0.0,0.0,38.0,56.13,5.0,7.3855,43.0,63.5155,7.0,10.3397,48.0,70.901,50.0,73.8552,1.3737,0.688,38.0,56.13,117.0,105.0,155.096,677.0,14.0,766.0,6.965,2,0.2655,14.1042,4.75,3.5148,7.2493,4.8,1.7776,0.738,0.7447,0.0475,0.0958,0.7248,0.09,0.4106,6.2143,0.1702,0.0736,16.0,23.6337,0.1551,155.096,0.5524,4.2031,6.1009,1.9986,2.2247,1
0.088,0.8103,0.0364,0.875,6.0,9.1047,6.0698,56.0,84.9772,0.2812,0.2746,5.0,7.5873,2.0,3.0349,0.0173,0.0342,0.0183,0.031,0.7562,53.5679,10.6222,925.7813,5.5177,7.608,2.0472,36.4188,5.3333,0.8103,0.875,0.7126,0.6045,0.481,0.5607,4.516,2.4779,0.5554,36.0,54.6282,0.0522,6.3333,18.75,28.4522,6.6364,3.5758,19.9454,30.2662,3.2424,3.1797,110.9877,15.1745,0.2686,0.3043,0.3043,332.3217,0.6667,224.0,339.909,31.0,47.041,58.0,88.0121,24.0,36.4188,4.0,22.0,33.3839,16.0,24.2792,5.0,7.5873,167.0,253.4143,1.4658,48.0,72.8376,312,3.0,4.5524,2.0,3.0349,0.0,0.0,7.0,0.0,0.0,53.0,80.4249,24.0,366.0,555.3869,1.1005,10.0,177.0,268.5888,10,15.1745,6.0,9.1047,0.0091,20.0,30.349,12.0,18.2094,0.6,28.0,42.4886,53.0,80.4249,14.0,21.2443,2,2.0606,12.0,18.2094,1.0,1.5175,53.0,80.4249,7.0,10.6222,73.0,110.7739,15.0,22.7618,33.0,50.0759,56.0,84.9772,1.5721,0.936,25.0,37.9363,118.0,107.0,162.3672,659.0,30.0,727.0,6.4404,3,0.0733,19.9697,8.0303,4.0112,10.4779,3.3,1.2689,0.7614,0.7946,0.0446,0.0925,0.7676,0.0954,0.4734,8.576,0.2812,0.2178,7.0,10.6222,0.1624,162.3672,0.6729,4.7847,6.9623,2.3645,2.6428,1
0.0858,0.7031,0.0536,0.675,5.0,6.7024,6.7024,55.0,73.7265,0.1304,0.1045,7.0,9.3834,1.0,1.3405,0.0202,0.0396,0.0114,0.0302,0.701,55.546,12.0643,984.5406,5.2584,7.2805,2.0388,37.5335,5.3404,0.7031,0.675,0.6506,0.6379,0.5335,0.5865,4.6575,2.7051,0.5121,24.0,32.1716,0.0501,5.0426,15.7303,21.0862,5.1064,2.4468,14.1361,18.9492,2.2128,2.8128,113.92,0.0,0.2332,0.1081,0.0891,321.7158,0.7241,238.0,319.0349,42.0,56.3003,64.0,85.7909,40.0,53.6193,5.0,21.0,28.1501,25.0,33.5121,2.0,2.681,138.0,184.9866,1.4125,42.0,56.3003,353,2.0,2.681,0.0,0.0,0.0,0.0,9.0,2.0,2.681,47.0,63.0027,28.0,382.0,512.0643,1.0708,0.0,174.0,233.244,10,13.4048,5.0,6.7024,0.0067,19.0,25.4692,7.0,9.3834,0.3684,23.0,30.8311,44.0,58.9812,85.0,113.941,2,2.0,8.0,10.7239,0.0,0.0,40.0,53.6193,6.0,8.0429,54.0,72.3861,7.0,9.3834,47.0,63.0027,50.0,67.0241,1.5979,0.9847,20.0,26.8097,115.0,104.0,139.4102,746.0,53.0,840.0,7.0245,3,0.3282,15.8723,6.8298,4.4974,8.5094,4.7,1.6763,0.7201,0.7198,0.0569,0.1682,0.7154,0.1646,0.4732,9.1955,0.087,0.074,18.0,24.1287,0.1394,139.4102,0.7019,4.8363,6.9128,2.7432,2.8103,1
0.0954,0.697,0.0419,0.8621,5.0,7.2254,2.8902,49.0,70.8092,0.375,0.2973,4.0,5.7803,3.0,4.3353,0.027,0.0432,0.0222,0.0342,0.687,49.1149,18.7861,830.5971,5.6929,7.7904,2.19,28.9017,6.697,0.697,0.8621,0.6474,0.5059,0.5217,0.5248,4.7658,2.5455,0.5289,33.0,47.6879,0.0562,6.0,19.6429,28.3857,6.8485,3.5758,20.4918,29.6124,3.0606,2.6215,94.8795,10.1156,0.2457,0.3636,0.3889,326.5896,0.5353,192.0,277.4566,35.0,50.578,66.0,95.3757,29.0,41.9075,2.0,16.0,23.1214,31.0,44.7977,13.0,18.7861,161.0,232.659,2.0,44.0,63.5838,310,9.0,13.0058,2.0,2.8902,0.0,0.0,13.0,0.0,0.0,47.0,67.9191,20.0,366.0,528.9017,1.1372,7.0,170.0,245.6647,11,15.896,3.0,4.3353,0.0043,21.0,30.3468,15.0,21.6763,0.7143,24.0,34.6821,44.0,63.5838,50.0,72.2543,1,2.4242,17.0,24.5665,0.0,0.0,50.0,72.2543,8.0,11.5607,75.0,108.3815,6.0,8.6705,33.0,47.6879,50.0,72.2543,1.6127,0.8933,15.0,21.6763,118.0,101.0,145.9538,692.0,34.0,772.0,6.1008,2,0.2273,20.9697,8.8182,4.6998,8.5226,3.0,0.7385,0.7975,0.7837,0.0429,0.0723,0.7722,0.0815,0.448,8.9278,0.3125,0.2538,4.0,5.7803,0.146,145.9538,0.6535,4.9853,7.0378,2.3143,2.6588,1
0.0745,0.7385,0.0516,0.7556,12.0,13.7615,2.2936,84.0,96.3303,0.4878,0.2706,10.0,11.4679,3.0,3.4404,0.0277,0.0433,0.0208,0.0338,0.685,67.1082,19.4954,837.8138,4.4952,7.0545,1.68,43.578,4.5952,0.7385,0.7556,0.6293,0.5964,0.4553,0.4267,4.097,2.039,0.4885,41.0,47.0183,0.059,6.3095,10.989,12.6021,6.5952,3.9286,8.4507,9.6912,3.5714,3.175,102.1181,11.4679,0.1904,0.1905,0.2,317.6606,0.6325,332.0,380.7339,38.0,43.578,65.0,74.5413,45.0,51.6055,2.0,9.0,10.3211,13.0,14.9083,3.0,3.4404,166.0,190.367,1.4332,30.0,34.4037,359,12.0,13.7615,5.0,5.7339,0.0,0.0,17.0,1.0,1.1468,79.0,90.5963,38.0,426.0,488.5321,1.0794,10.0,166.0,190.367,21,24.0826,4.0,4.5872,0.0046,24.0,27.5229,9.0,10.3211,0.375,62.0,71.1009,68.0,77.9817,53.0,60.7798,1,2.381,6.0,6.8807,1.0,1.1468,24.0,27.5229,5.0,5.7339,36.0,41.2844,10.0,11.4679,42.0,48.1651,86.0,98.6239,1.4025,0.6804,49.0,56.1927,165.0,150.0,172.0183,872.0,9.0,972.0,7.6745,1,0.242,20.7619,7.3571,4.3906,9.8774,2.0,0.9258,0.8113,0.8086,0.0368,0.0592,0.803,0.0654,0.4117,5.7736,0.1463,0.1301,18.0,20.6422,0.172,172.0183,0.6133,4.347,6.3204,1.8964,2.1816,1
0.0641,0.8,0.0657,0.8293,8.0,12.8205,3.2051,58.0,92.9487,0.2683,0.1638,6.0,9.6154,0.0,0.0,0.0266,0.0576,0.0116,0.0308,0.7426,66.0752,9.6154,856.2092,4.6462,7.1043,1.732,24.0385,4.4524,0.8,0.8293,0.6983,0.6897,0.5208,0.4742,4.1772,2.2881,0.4712,34.0,54.4872,0.0546,4.6429,5.7971,9.2902,4.9286,2.5952,4.0816,6.541,2.3095,2.6883,107.665,17.6282,0.1859,0.0625,0.0227,331.7308,0.7328,257.0,411.859,22.0,35.2564,40.0,64.1026,41.0,65.7051,2.0,8.0,12.8205,9.0,14.4231,5.0,8.0128,100.0,160.2564,1.1546,12.0,19.2308,291,16.0,25.641,7.0,11.2179,0.0,0.0,6.0,0.0,0.0,63.0,100.9615,15.0,294.0,471.1538,0.8792,11.0,116.0,185.8974,10,16.0256,2.0,3.2051,0.0032,54.0,86.5385,34.0,54.4872,0.6296,54.0,86.5385,22.0,35.2564,51.0,81.7308,2,2.3333,1.0,1.6026,1.0,1.6026,7.0,11.2179,3.0,4.8077,12.0,19.2308,4.0,6.4103,42.0,67.3077,44.0,70.5128,1.4856,0.8183,38.0,60.8974,109.0,97.0,155.4487,624.0,17.0,722.0,8.173,2,0.3054,14.8571,4.881,3.5604,7.7967,4.2,2.0396,0.7917,0.7922,0.0512,0.0903,0.771,0.0932,0.4663,6.7636,0.0732,0.0465,10.0,16.0256,0.1554,155.4487,0.6082,4.3561,6.2976,2.2598,2.3812,1
0.0977,0.66,0.0391,0.65,1.0,1.9531,1.9531,26.0,50.7812,0.3235,0.2202,5.0,9.7656,1.0,1.9531,0.0494,0.0913,0.0274,0.0528,0.5922,70.044,0.0,873.4363,5.3245,6.9714,1.5652,5.8594,4.1429,0.66,0.65,0.5557,0.5,0.4746,0.413,4.3938,2.234,0.4375,14.0,27.3438,0.0688,4.5429,6.3492,12.4008,4.2857,1.9143,3.5714,6.9754,1.3143,2.9431,90.3801,1.9531,0.2109,0.3,0.3125,292.9688,0.537,145.0,283.2031,35.0,68.3594,50.0,97.6562,20.0,39.0625,1.0,32.0,62.5,9.0,17.5781,1.0,1.9531,77.0,150.3906,1.74,8.0,15.625,216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,66.4062,3.0,224.0,437.5,1.1467,1.0,108.0,210.9375,15,29.2969,3.0,5.8594,0.0059,19.0,37.1094,9.0,17.5781,0.4737,18.0,35.1562,24.0,46.875,63.0,123.0469,5,2.3429,1.0,1.9531,0.0,0.0,7.0,13.6719,0.0,0.0,8.0,15.625,0.0,0.0,35.0,68.3594,12.0,23.4375,1.4414,0.8458,16.0,31.25,67.0,46.0,89.8438,512.0,15.0,594.0,7.2773,5,0.3684,14.6286,5.4286,3.6589,7.4107,2.3333,1.075,0.7226,0.7341,0.0618,0.1412,0.704,0.1164,0.4219,6.869,0.2059,0.1849,5.0,9.7656,0.0898,89.8438,0.5217,4.5155,6.3789,2.1383,2.3162,0
0.0888,0.5926,0.0707,0.6279,7.0,11.5132,0.0,47.0,77.3026,0.3889,0.2853,2.0,3.2895,2.0,3.2895,0.035,0.0532,0.0244,0.0435,0.5843,69.2393,4.9342,644.9836,4.9418,7.5534,1.814,31.25,5.1622,0.5926,0.6279,0.5249,0.4952,0.449,0.3837,4.0948,2.0138,0.4737,23.0,37.8289,0.0739,5.1081,8.642,14.2138,5.5405,2.5135,8.6806,14.2773,2.3243,3.0976,82.332,8.2237,0.1727,0.3448,0.2317,337.1711,0.5238,253.0,416.1184,16.0,26.3158,54.0,88.8158,43.0,70.7237,0.0,8.0,13.1579,3.0,4.9342,0.0,0.0,104.0,171.0526,1.4537,14.0,23.0263,234,15.0,24.6711,6.0,9.8684,0.0,0.0,3.0,0.0,0.0,52.0,85.5263,19.0,288.0,473.6842,1.0878,5.0,105.0,172.6974,8,13.1579,0.0,0.0,0.0,21.0,34.5395,12.0,19.7368,0.5714,42.0,69.0789,39.0,64.1447,57.0,93.75,1,2.3243,2.0,3.2895,0.0,0.0,18.0,29.6053,5.0,8.2237,25.0,41.1184,8.0,13.1579,37.0,60.8553,38.0,62.5,1.4293,0.7129,25.0,41.1184,93.0,86.0,141.4474,608.0,7.0,694.0,7.5704,1,0.3519,16.4324,6.0811,3.567,8.1888,4.625,1.9325,0.7899,0.764,0.0476,0.0818,0.7575,0.1039,0.3849,5.6139,0.3056,0.1607,13.0,21.3816,0.1414,141.4474,0.593,4.2098,5.8489,1.8244,2.0747,0
0.0933,0.6825,0.0563,0.6579,6.0,8.8889,0.0,62.0,91.8519,0.3947,0.4278,4.0,5.9259,2.0,2.963,0.0339,0.0457,0.0319,0.0397,0.6171,52.0277,22.2222,823.5795,4.6296,6.7619,2.0813,54.8148,4.6154,0.6825,0.6579,0.5707,0.4706,0.44,0.472,4.6637,2.4572,0.5867,37.0,54.8148,0.0592,5.4615,11.8943,17.6212,5.5385,3.2564,12.6263,18.7056,3.2051,2.4508,113.3234,13.3333,0.2519,0.3448,0.3387,320.0,0.5118,248.0,367.4074,49.0,72.5926,63.0,93.3333,38.0,56.2963,0.0,17.0,25.1852,12.0,17.7778,7.0,10.3704,146.0,216.2963,1.2037,27.0,40.0,294,1.0,1.4815,1.0,1.4815,0.0,0.0,15.0,2.0,2.963,60.0,88.8889,37.0,396.0,586.6667,0.9676,9.0,170.0,251.8519,10,14.8148,2.0,2.963,0.003,11.0,16.2963,1.0,1.4815,0.0909,29.0,42.963,56.0,82.963,24.0,35.5556,2,2.0256,3.0,4.4444,0.0,0.0,34.0,50.3704,13.0,19.2593,50.0,74.0741,10.0,14.8148,39.0,57.7778,66.0,97.7778,1.6222,0.9574,26.0,38.5185,127.0,125.0,185.1852,675.0,45.0,754.0,6.9729,4,0.1237,17.3077,6.6667,3.2686,7.4115,3.9,1.044,0.8104,0.8065,0.0175,0.0624,0.8067,0.0615,0.4356,9.2656,0.3684,0.3981,13.0,19.2593,0.1852,185.1852,0.616,4.9163,7.0654,2.405,2.6322,0
0.0394,0.9286,0.0451,0.8125,2.0,5.6338,8.4507,29.0,81.6901,0.32,0.3292,3.0,8.4507,0.0,0.0,0.0141,0.0355,0.0138,0.0326,0.8129,70.0085,0.0,877.8671,4.5639,6.6667,1.5818,16.9014,3.8846,0.9286,0.8125,0.7544,0.6582,0.5915,0.6182,4.366,2.6181,0.462,18.0,50.7042,0.0586,4.6923,7.9365,22.3563,5.1538,2.4615,9.7561,27.482,2.1154,3.42,83.3325,11.2676,0.2225,0.0667,0.0952,377.4648,0.7468,121.0,340.8451,11.0,30.9859,14.0,39.4366,16.0,45.0704,3.0,3.0,8.4507,4.0,11.2676,0.0,0.0,78.0,219.7183,1.097,10.0,28.169,179,5.0,14.0845,5.0,14.0845,0.0,0.0,0.0,0.0,0.0,40.0,112.6761,6.0,164.0,461.9718,0.8731,4.0,79.0,222.5352,11,30.9859,3.0,8.4507,0.0085,25.0,70.4225,15.0,42.2535,0.6,33.0,92.9577,23.0,64.7887,27.0,76.0563,1,2.0769,0.0,0.0,0.0,0.0,13.0,36.6197,3.0,8.4507,16.0,45.0704,6.0,16.9014,26.0,73.2394,24.0,67.6056,1.4535,0.7836,26.0,73.2394,64.0,55.0,154.9296,355.0,10.0,409.0,7.7469,2,0.2547,13.6538,4.7308,3.0326,6.1139,2.3636,0.7714,0.7643,0.7752,0.0359,0.0593,0.7737,0.0633,0.5042,6.672,0.08,0.1015,6.0,16.9014,0.1549,154.9296,0.7636,4.5879,7.1545,2.7734,2.752,0
0.052,0.6923,0.032,0.75,4.0,8.0,10.0,48.0,96.0,0.625,0.46,7.0,14.0,1.0,2.0,0.0627,0.0528,0.0481,0.0522,0.5952,51.8518,6.0,615.6078,5.3476,7.6016,1.8293,70.0,4.76,0.6923,0.75,0.5512,0.3721,0.464,0.3902,4.7181,2.4201,0.506,26.0,52.0,0.0735,5.72,10.2362,20.4724,6.36,3.64,13.4387,26.8774,3.28,3.0068,76.5152,16.0,0.258,0.4375,0.3929,318.0,0.4264,148.0,296.0,31.0,62.0,26.0,52.0,16.0,32.0,5.0,15.0,30.0,7.0,14.0,11.0,22.0,101.0,202.0,1.3333,13.0,26.0,203,3.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,30.0,60.0,35.0,253.0,506.0,0.9874,8.0,129.0,258.0,9,18.0,6.0,12.0,0.012,28.0,56.0,15.0,30.0,0.5357,19.0,38.0,15.0,30.0,32.0,64.0,2,1.96,1.0,2.0,0.0,0.0,31.0,62.0,2.0,4.0,34.0,68.0,4.0,8.0,25.0,50.0,47.0,94.0,1.592,0.8658,16.0,32.0,91.0,82.0,164.0,500.0,13.0,549.0,7.7028,2,0.1988,20.0,8.0,4.2708,8.1339,2.7778,1.1331,0.8344,0.8201,0.0504,0.0754,0.8165,0.0757,0.406,7.2486,0.5417,0.4333,10.0,20.0,0.164,164.0,0.5122,4.965,7.21,2.2013,2.5565,0
0.0724,0.7143,0.0336,0.7692,5.0,12.9199,2.584,29.0,74.9354,0.48,0.4092,0.0,0.0,0.0,0.0,0.0474,0.0701,0.0367,0.0509,0.6674,77.1783,10.3359,753.2087,4.6533,7.3415,1.4118,51.6796,3.6154,0.7143,0.7692,0.6191,0.4634,0.4496,0.5294,4.0689,2.0214,0.4935,19.0,49.0956,0.0767,5.4231,6.8966,17.8207,4.9615,2.9615,4.1885,10.823,2.6154,3.0012,65.5338,10.3359,0.2119,0.3529,0.375,333.3333,0.5244,168.0,434.1085,10.0,25.8398,28.0,72.3514,13.0,33.5917,1.0,4.0,10.3359,2.0,5.168,0.0,0.0,69.0,178.2946,1.1395,8.0,20.6718,163,1.0,2.584,1.0,2.584,0.0,0.0,4.0,0.0,0.0,37.0,95.6072,20.0,191.0,493.5401,0.9457,4.0,82.0,211.8863,9,23.2558,1.0,2.584,0.0026,9.0,23.2558,3.0,7.7519,0.3333,27.0,69.7674,33.0,85.2713,20.0,51.6796,3,1.9231,1.0,2.584,0.0,0.0,6.0,15.5039,1.0,2.584,8.0,20.6718,7.0,18.0879,26.0,67.1835,39.0,100.7752,1.354,0.6559,26.0,67.1835,77.0,68.0,175.7106,387.0,3.0,437.0,8.6105,8,0.1961,14.8846,4.9231,2.8813,7.3763,2.8889,1.2862,0.8087,0.7981,0.0582,0.0711,0.7899,0.0619,0.4212,5.0696,0.32,0.3569,5.0,12.9199,0.1757,175.7106,0.6618,4.3747,6.4688,1.9403,2.2101,0
