adj_density,adj_ttr,adv_density,adv_ttr,adversative_connectives,adversative_connectives_incidence,agentless_passive_incidence,all_connectives,all_connectives_incidence,argument_overlap_adjacent,argument_overlap_all,causal_connectives,causal_connectives_incidence,conditional_connectives,conditional_connectives_incidence,content_overlap_adjacent_mean,content_overlap_adjacent_std,content_overlap_all_mean,content_overlap_all_std,content_ttr,flesch,gerund_incidence,honore,hypernymy_index,hypernymy_nouns_index,hypernymy_verbs_index,infinitive_incidence,left_embeddedness,lemma_adj_ttr,lemma_adv_ttr,lemma_content_ttr,lemma_nttr,lemma_ttr,lemma_vttr,lemmas_length_mean,lemmas_length_std,lexical_density,logical_connectives,logical_connectives_incidence,maas,mean_depth_per_sentence,mean_distinct_rare,mean_distinct_rare_incidence,mean_np_per_sentence,mean_propositions_per_sentence,mean_rare,mean_rare_incidence,mean_vp_per_sentence,min_wf_per_sentence,mtld,negation_incidence,noun_density,noun_overlap_adjacent,noun_overlap_all,noun_phrase_density_incidence,nttr,num_a1_words,num_a1_words_incidence,num_a2_words,num_a2_words_incidence,num_adj,num_adj_incidence,num_adv,num_adv_incidence,num_agentless,num_b1_words,num_b1_words_incidence,num_b2_words,num_b2_words_incidence,num_c1_words,num_c1_words_incidence,num_content_words_not_a1_c1_words,num_content_words_not_a1_c1_words_incidence,num_decendents_noun_phrase,num_dif_rare_words,num_dif_rare_words_incidence,num_different_forms,num_first_pers_pron,num_first_pers_pron_incidence,num_first_pers_sing_pron,num_first_pers_sing_pron_incidence,num_future,num_future_incidence,num_ger,num_impera,num_impera_incidence,num_indic,num_indic_incidence,num_inf,num_lexic_words,num_lexic_words_incidence,num_modifiers_noun_phrase,num_neg,num_noun,num_noun_incidence,num_paragraphs,num_paragraphs_incidence,num_pass,num_pass_incidence,num_pass_mean,num_past,num_past_incidence,num_past_irregular,num_past_irregular_incidence,num_past_irregular_mean,num_personal_pronouns,num_personal_pronouns_incidence,num_pres,num_pres_incidence,num_proper_noun,num_proper_noun_incidence,num_punct_in_sentence,num_punct_marks_per_sentence,num_rare_adj,num_rare_adj_incidence,num_rare_advb,num_rare_advb_incidence,num_rare_nouns,num_rare_nouns_incidence,num_rare_verbs,num_rare_verbs_incidence,num_rare_words,num_rare_words_incidence,num_rel_subord,num_rel_subord_incidence,num_sentences,num_sentences_incidence,num_subord,num_subord_incidence,num_syllables_words_mean,num_syllables_words_std,num_third_pers_pron,num_third_pers_pron_incidence,num_total_prop,num_verb,num_verb_incidence,num_words,num_words_more_3_syl,num_words_with_punct,polysemic_index,prop,ratio_proper_nouns_per_nouns,sentences_length_mean,sentences_length_no_stopwords_mean,sentences_length_no_stopwords_std,sentences_length_std,sentences_per_paragraph_mean,sentences_per_paragraph_std,similarity_adjacent_mean,similarity_adjacent_par_mean,similarity_adjacent_par_std,similarity_adjacent_std,similarity_pairs_par_mean,similarity_pairs_par_std,simple_ttr,smog,stem_overlap_adjacent,stem_overlap_all,temporal_connectives,temporal_connectives_incidence,verb_density,verb_phrase_density_incidence,vttr,words_length_mean,words_length_no_stopwords_mean,words_length_no_stopwords_std,words_length_std,level
0.0949,0.8028,0.0388,0.8276,5.0,6.6845,14.7059,61.0,81.5508,0.2973,0.2205,9.0,12.0321,0.0,0.0,0.0239,0.0508,0.0149,0.0299,0.8027,46.4964,14.7059,1222.1977,5.5019,7.3121,2.2396,20.0535,6.0789,0.8028,0.8276,0.7681,0.7443,0.5495,0.6979,4.6195,2.5386,0.4973,34.0,45.4545,0.0427,5.7895,20.4778,27.3767,6.4211,3.2895,16.3978,21.9222,2.5263,3.0845,152.8508,5.3476,0.2353,0.2273,0.25,326.2032,0.7784,234.0,312.8342,36.0,48.1283,71.0,94.9198,29.0,38.7701,11.0,21.0,28.0749,24.0,32.0856,10.0,13.369,169.0,225.9358,1.7664,60.0,80.2139,387,1.0,1.3369,0.0,0.0,0.0,0.0,11.0,0.0,0.0,42.0,56.1497,15.0,372.0,497.3262,1.2787,4.0,176.0,235.2941,16,21.3904,11.0,14.7059,0.0147,44.0,58.8235,18.0,24.0642,0.4091,26.0,34.7594,24.0,32.0856,68.0,90.9091,1,2.7895,15.0,20.0535,3.0,4.0107,27.0,36.0963,16.0,21.3904,61.0,81.5508,10.0,13.369,38.0,50.8021,48.0,64.1711,1.6591,0.9591,23.0,30.7487,125.0,96.0,128.3422,748.0,42.0,854.0,6.1603,4,0.2787,19.6842,8.9737,4.9123,10.0711,2.375,1.111,0.6878,0.7431,0.1067,0.2645,0.6654,0.2449,0.5174,9.135,0.2703,0.1622,13.0,17.3797,0.1283,128.3422,0.8021,4.8695,6.7771,2.3871,2.6635,2
0.067,0.7885,0.0593,0.6522,5.0,6.4433,3.866,51.0,65.7216,0.3421,0.2686,4.0,5.1546,0.0,0.0,0.0239,0.036,0.0177,0.0332,0.685,59.5211,10.3093,857.2447,4.6554,7.2029,1.9302,37.3711,3.9744,0.7885,0.6522,0.642,0.6197,0.5013,0.5076,4.3329,2.355,0.4794,33.0,42.5258,0.0527,5.4872,20.3252,26.1923,6.4872,3.3077,16.6667,21.4777,3.3846,2.8215,134.4377,6.4433,0.183,0.1724,0.1605,326.0309,0.6479,236.0,304.1237,25.0,32.2165,52.0,67.0103,46.0,59.2784,3.0,21.0,27.0619,13.0,16.7526,3.0,3.866,183.0,235.8247,1.2253,50.0,64.433,353,18.0,23.1959,12.0,15.4639,0.0,0.0,8.0,1.0,1.2887,64.0,82.4742,29.0,372.0,479.3814,0.917,5.0,142.0,182.9897,10,12.8866,3.0,3.866,0.0039,50.0,64.433,32.0,41.2371,0.64,67.0,86.3402,42.0,54.1237,83.0,106.9588,1,2.4103,10.0,12.8866,4.0,5.1546,29.0,37.3711,19.0,24.4845,62.0,79.8969,14.0,18.0412,39.0,50.2577,56.0,72.1649,1.5026,0.8217,40.0,51.5464,129.0,132.0,170.1031,776.0,23.0,870.0,7.3956,3,0.3689,19.8974,7.9744,7.273,13.437,3.9,2.2113,0.7852,0.7968,0.0309,0.0777,0.7776,0.0703,0.4549,7.5162,0.1579,0.1417,9.0,11.5979,0.1701,170.1031,0.6515,4.6042,6.6688,2.2259,2.492,2
0.0914,0.7447,0.0321,0.8485,10.0,9.7182,12.6336,63.0,61.2245,0.383,0.2677,4.0,3.8873,0.0,0.0,0.022,0.0303,0.0141,0.0256,0.7621,54.024,10.69,1124.3188,5.8083,7.5175,2.4031,27.2109,7.0625,0.7447,0.8485,0.7237,0.6477,0.4956,0.6538,4.634,2.6188,0.5063,43.0,41.7881,0.047,5.8125,19.6237,19.0707,6.5208,3.3125,15.1631,14.7358,2.7083,2.6306,122.576,4.8591,0.2566,0.25,0.241,304.1788,0.6705,289.0,280.8552,57.0,55.3936,94.0,91.3508,33.0,32.07,13.0,31.0,30.1263,33.0,32.07,23.0,22.3518,214.0,207.9689,2.0799,73.0,70.9427,474,4.0,3.8873,2.0,1.9436,0.0,0.0,11.0,0.0,0.0,56.0,54.4218,28.0,521.0,506.3168,1.3514,5.0,264.0,256.5598,12,11.6618,14.0,13.6054,0.0136,57.0,55.3936,16.0,15.5491,0.2807,35.0,34.0136,33.0,32.07,65.0,63.1681,2,2.4375,10.0,9.7182,0.0,0.0,51.0,49.5627,18.0,17.4927,79.0,76.7736,12.0,11.6618,48.0,46.6472,70.0,68.0272,1.5491,0.9231,31.0,30.1263,159.0,130.0,126.3362,1029.0,38.0,1146.0,6.5759,3,0.1976,21.4375,9.2083,5.6198,10.2386,4.0,1.354,0.7631,0.7584,0.0521,0.1726,0.7334,0.1676,0.4606,8.2121,0.2979,0.219,6.0,5.8309,0.1263,126.3362,0.7846,4.8716,6.8597,2.5779,2.7402,2
0.0999,0.8116,0.0593,0.7805,7.0,10.1302,10.1302,60.0,86.8307,0.3333,0.1978,8.0,11.5774,1.0,1.4472,0.0243,0.0397,0.0125,0.0247,0.7822,48.9238,10.1302,1218.8979,5.6309,7.6054,2.2558,17.3661,6.6774,0.8116,0.7805,0.7464,0.7308,0.5803,0.6628,4.5449,2.5523,0.5094,29.0,41.9682,0.0452,5.9677,19.1176,27.6666,6.4839,3.2258,17.6136,25.49,2.7742,2.2352,136.2643,1.4472,0.2258,0.2632,0.2222,290.8828,0.7692,217.0,314.0376,35.0,50.6512,69.0,99.8553,41.0,59.3343,7.0,20.0,28.9436,16.0,23.1548,16.0,23.1548,143.0,206.9465,1.8806,52.0,75.2533,352,5.0,7.2359,5.0,7.2359,0.0,0.0,7.0,0.0,0.0,34.0,49.2041,12.0,352.0,509.4067,1.398,1.0,156.0,225.7598,12,17.3661,9.0,13.0246,0.013,37.0,53.5456,14.0,20.2605,0.3784,25.0,36.1795,29.0,41.9682,44.0,63.6758,3,2.6452,13.0,18.8133,3.0,4.3415,33.0,47.7569,13.0,18.8133,62.0,89.725,9.0,13.0246,31.0,44.8625,38.0,54.9928,1.5991,0.9832,20.0,28.9436,100.0,86.0,124.4573,691.0,36.0,773.0,5.8631,5,0.22,22.2903,9.2258,5.1912,11.7999,2.5833,1.3819,0.7946,0.7586,0.0603,0.0718,0.7379,0.0864,0.5094,9.2853,0.2333,0.1333,15.0,21.7077,0.1245,124.4573,0.7674,4.7575,6.8252,2.3765,2.6589,2
0.0786,0.7553,0.0251,0.8333,11.0,9.1973,6.689,98.0,81.9398,0.2951,0.2972,12.0,10.0334,0.0,0.0,0.0155,0.0283,0.0103,0.025,0.7772,55.1916,16.7224,1356.1253,5.4423,7.2939,2.0966,10.0334,3.9516,0.7553,0.8333,0.7316,0.71,0.5334,0.6276,4.5303,2.3691,0.4498,43.0,35.9532,0.0431,5.2903,24.3842,20.3881,6.9677,3.0484,19.3309,16.163,2.3387,2.7721,130.372,0.8361,0.2249,0.2105,0.1667,361.204,0.7546,356.0,297.6589,72.0,60.2007,94.0,78.5953,30.0,25.0836,8.0,42.0,35.1171,28.0,23.4114,13.0,10.8696,218.0,182.2742,1.4815,99.0,82.7759,564,1.0,0.8361,0.0,0.0,0.0,0.0,20.0,0.0,0.0,78.0,65.2174,12.0,538.0,449.8328,1.1343,1.0,269.0,224.9164,24,20.0669,10.0,8.3612,0.0084,103.0,86.1204,37.0,30.9365,0.3592,70.0,58.5284,10.0,8.3612,172.0,143.8127,8,2.8871,14.0,11.7057,4.0,3.3445,59.0,49.3311,27.0,22.5753,104.0,86.9565,19.0,15.8863,62.0,51.8395,67.0,56.0201,1.561,0.86,69.0,57.6923,189.0,145.0,121.2375,1196.0,46.0,1375.0,6.6883,6,0.39,19.2903,9.1452,5.1739,10.1495,2.5833,0.9538,0.7259,0.7284,0.0824,0.1628,0.7151,0.1556,0.4716,8.0498,0.1639,0.0925,32.0,26.7559,0.1212,121.2375,0.7655,4.7855,6.425,2.1937,2.4581,2
0.0707,0.8627,0.0513,0.7297,8.0,11.0957,19.4175,60.0,83.2178,0.2333,0.2258,3.0,4.1609,1.0,1.387,0.0064,0.0171,0.0088,0.023,0.7795,60.3762,9.7087,980.2718,5.135,7.1594,2.3131,29.1262,6.9032,0.8627,0.7297,0.7252,0.7286,0.5215,0.58,4.1881,2.2697,0.4549,32.0,44.3828,0.0502,6.0,19.3676,26.8621,7.4839,3.7419,16.4634,22.8341,3.2258,2.5058,124.826,5.5479,0.1942,0.0952,0.075,321.7753,0.7857,252.0,349.5146,26.0,36.061,51.0,70.7351,37.0,51.3176,14.0,12.0,16.6436,17.0,23.5784,13.0,18.0305,132.0,183.0791,1.5819,49.0,67.9612,343,16.0,22.1914,11.0,15.2566,0.0,0.0,7.0,0.0,0.0,38.0,52.7046,21.0,328.0,454.9237,1.1552,4.0,140.0,194.1748,10,13.8696,15.0,20.8044,0.0208,50.0,69.3481,19.0,26.3523,0.38,49.0,67.9612,19.0,26.3523,50.0,69.3481,4,2.7742,11.0,15.2566,0.0,0.0,28.0,38.835,15.0,20.8044,54.0,74.896,14.0,19.4175,31.0,42.9958,59.0,81.8308,1.4521,0.7692,31.0,42.9958,116.0,100.0,138.6963,721.0,18.0,807.0,7.1348,6,0.2632,23.2581,8.2581,5.7584,14.9169,3.1,1.2207,0.7175,0.739,0.096,0.2132,0.7115,0.205,0.4757,7.4822,0.1,0.0882,16.0,22.1914,0.1387,138.6963,0.74,4.4385,6.5625,2.1551,2.3964,2
0.0824,0.8269,0.0428,0.7037,7.0,11.0935,9.5087,45.0,71.3154,0.1944,0.1456,5.0,7.9239,0.0,0.0,0.0126,0.0418,0.0101,0.0251,0.7923,46.4694,14.2631,1274.7502,5.7479,7.4313,2.4634,26.9414,4.2432,0.8462,0.7037,0.7568,0.7273,0.5959,0.75,4.702,2.4886,0.5198,27.0,42.7892,0.0405,5.4054,29.6154,46.9341,5.6486,2.7297,29.2683,46.384,2.2703,2.3257,148.763,3.1696,0.2615,0.12,0.122,331.2203,0.7697,175.0,277.3376,34.0,53.8827,52.0,82.4089,27.0,42.7892,6.0,19.0,30.1109,14.0,22.187,9.0,14.2631,161.0,255.1506,1.488,77.0,122.0285,346,6.0,9.5087,0.0,0.0,0.0,0.0,9.0,1.0,1.5848,36.0,57.0523,17.0,328.0,519.8098,1.1292,2.0,165.0,261.4897,12,19.0174,6.0,9.5087,0.0095,19.0,30.1109,5.0,7.9239,0.2632,33.0,52.2979,38.0,60.2219,50.0,79.2393,2,2.5676,19.0,30.1109,1.0,1.5848,62.0,98.2567,14.0,22.187,96.0,152.1395,6.0,9.5087,37.0,58.6371,33.0,52.2979,1.691,0.9982,27.0,42.7892,101.0,84.0,133.122,631.0,42.0,726.0,6.3438,2,0.2326,17.0541,7.8919,4.8143,7.9694,3.0833,0.6401,0.6908,0.681,0.1351,0.1881,0.6705,0.1902,0.5483,9.2156,0.1111,0.1156,6.0,9.5087,0.1331,133.122,0.869,5.0016,6.8322,2.3877,2.6263,2
0.0923,0.6757,0.0474,0.8421,4.0,4.9875,9.9751,56.0,69.8254,0.3793,0.4069,8.0,9.9751,0.0,0.0,0.0291,0.0307,0.0263,0.0358,0.7151,38.56,17.4564,966.298,6.2929,7.8625,2.449,31.1721,7.9,0.6757,0.8421,0.6728,0.5306,0.495,0.6429,4.8247,2.6734,0.5673,21.0,26.1845,0.0518,6.3,15.3061,19.0849,7.5333,3.5,13.4066,16.7165,3.2667,2.769,135.1971,1.2469,0.3055,0.45,0.3824,281.7955,0.5673,217.0,270.5736,53.0,66.0848,74.0,92.2693,38.0,47.3815,8.0,24.0,29.9252,52.0,64.8379,8.0,9.9751,185.0,230.6733,1.9292,45.0,56.1097,366,1.0,1.2469,0.0,0.0,0.0,0.0,14.0,0.0,0.0,33.0,41.1471,25.0,455.0,567.3317,1.3496,1.0,245.0,305.4863,10,12.4688,10.0,12.4688,0.0125,30.0,37.4065,12.0,14.9626,0.4,6.0,7.4813,29.0,36.1596,44.0,54.8628,1,2.8,2.0,2.4938,2.0,2.4938,43.0,53.616,14.0,17.4564,61.0,76.0599,7.0,8.7282,30.0,37.4065,55.0,68.5786,1.6683,0.9772,5.0,6.2344,105.0,98.0,122.1945,802.0,51.0,886.0,5.9508,2,0.1522,26.7333,12.1333,6.0262,11.5237,3.0,0.8944,0.7576,0.7562,0.1088,0.2217,0.7444,0.2239,0.4564,10.5776,0.3793,0.4092,23.0,28.6783,0.1222,122.1945,0.7755,5.0992,7.033,2.6362,2.8205,2
0.0678,0.94,0.0786,0.7069,10.0,13.5501,2.71,77.0,104.336,0.4667,0.4425,5.0,6.7751,2.0,2.71,0.0184,0.0346,0.0172,0.0325,0.7457,73.0509,12.1951,953.0312,4.5333,7.7059,1.7574,27.1003,2.2174,0.94,0.7069,0.704,0.6975,0.5447,0.4714,3.8985,2.161,0.4973,41.0,55.5556,0.0581,4.8261,19.4553,26.3622,5.2826,3.087,17.7112,23.9989,3.0435,3.3633,93.2136,6.7751,0.1612,0.0541,0.0763,329.2683,0.7143,274.0,371.2737,27.0,36.5854,50.0,67.7507,58.0,78.5908,2.0,15.0,20.3252,17.0,23.0352,5.0,6.7751,155.0,210.0271,1.0288,50.0,67.7507,319,62.0,84.0108,60.0,81.3008,0.0,0.0,9.0,0.0,0.0,85.0,115.1762,20.0,367.0,497.29,0.8765,5.0,119.0,161.2466,9,12.1951,2.0,2.71,0.0027,79.0,107.0461,48.0,65.0407,0.6076,102.0,138.2114,31.0,42.0054,15.0,20.3252,1,2.0,11.0,14.9051,4.0,5.4201,28.0,37.9404,22.0,29.8103,65.0,88.0759,9.0,12.1951,46.0,62.3306,55.0,74.5257,1.3889,0.7094,38.0,51.4905,142.0,140.0,189.7019,738.0,15.0,830.0,7.9577,1,0.1119,16.0435,4.8913,2.6062,7.277,5.1111,2.2825,0.7649,0.765,0.0362,0.0807,0.7436,0.0872,0.4322,6.3913,0.0667,0.0657,19.0,25.7453,0.1897,189.7019,0.6214,4.1166,6.3289,2.076,2.2483,2
0.0802,0.8421,0.0492,0.6857,8.0,11.2518,2.8129,71.0,99.8594,0.25,0.2537,9.0,12.6582,0.0,0.0,0.0179,0.0278,0.013,0.0247,0.7352,47.0184,21.097,914.7506,5.4116,7.3352,2.0594,25.3165,8.3793,0.8421,0.6857,0.7045,0.6333,0.5091,0.6569,4.5532,2.5218,0.526,39.0,54.8523,0.05,6.6207,23.221,32.6596,7.9655,4.1724,21.3904,30.085,3.5172,2.6455,117.0,8.4388,0.2532,0.0952,0.1167,324.8945,0.6778,210.0,295.3586,28.0,39.3812,57.0,80.1688,35.0,49.2264,2.0,17.0,23.91,32.0,45.007,4.0,5.6259,176.0,247.5387,1.6623,62.0,87.2011,340,14.0,19.6906,0.0,0.0,0.0,0.0,15.0,1.0,1.4065,43.0,60.4782,18.0,374.0,526.0197,1.2338,6.0,180.0,253.1646,8,11.2518,2.0,2.8129,0.0028,23.0,32.3488,12.0,16.8776,0.5217,36.0,50.6329,44.0,61.8847,28.0,39.3812,4,2.7241,13.0,18.2841,0.0,0.0,50.0,70.3235,17.0,23.91,80.0,112.5176,13.0,18.2841,29.0,40.7876,56.0,78.7623,1.5949,0.9453,22.0,30.9423,121.0,102.0,143.4599,711.0,42.0,790.0,6.0137,11,0.1346,24.5172,9.5517,5.3729,11.8805,3.625,2.3419,0.7794,0.7869,0.0721,0.093,0.7748,0.0914,0.4782,10.0041,0.1786,0.1626,15.0,21.097,0.1435,143.4599,0.7353,4.8405,7.1372,2.4204,2.6903,2
0.082,0.7162,0.0621,0.6964,7.0,7.7605,7.7605,75.0,83.1486,0.44,0.3082,4.0,4.4346,2.0,2.2173,0.0261,0.0364,0.0178,0.0338,0.6525,65.4537,18.847,912.5678,4.6161,7.2651,1.8153,31.0421,7.1765,0.7162,0.6964,0.6038,0.5569,0.4745,0.4459,4.1998,2.2507,0.5033,39.0,43.2373,0.0551,5.1765,13.2143,14.65,5.2745,3.2353,10.5727,11.7214,3.0784,3.1655,94.725,14.4124,0.1851,0.1515,0.1148,298.2262,0.5988,274.0,303.7694,63.0,69.8448,74.0,82.0399,56.0,62.0843,7.0,17.0,18.847,22.0,24.3902,3.0,3.3259,183.0,202.8825,1.3271,37.0,41.02,386,23.0,25.4989,22.0,24.3902,0.0,0.0,17.0,1.0,1.1086,85.0,94.235,28.0,454.0,503.3259,1.0149,13.0,167.0,185.1441,18,19.9557,7.0,7.7605,0.0078,74.0,82.0399,39.0,43.2373,0.527,77.0,85.3659,37.0,41.02,45.0,49.8891,1,2.4118,5.0,5.5432,4.0,4.4346,19.0,21.0643,20.0,22.1729,48.0,53.2151,9.0,9.9778,51.0,56.541,80.0,88.6918,1.459,0.7921,44.0,48.7805,165.0,157.0,174.0576,902.0,28.0,1025.0,7.7191,3,0.2123,17.6863,6.4706,4.9044,10.1179,2.8333,1.2583,0.7152,0.7361,0.0895,0.1778,0.7072,0.1715,0.4279,7.362,0.18,0.1224,23.0,25.4989,0.1741,174.0576,0.5987,4.4381,6.4121,2.3316,2.4311,2
0.0853,0.6406,0.0373,0.7143,4.0,5.3333,22.6667,63.0,84.0,0.2812,0.1402,12.0,16.0,1.0,1.3333,0.0233,0.0408,0.0157,0.0373,0.7031,37.014,14.6667,950.1393,5.3067,7.4296,2.1222,9.3333,6.0606,0.6406,0.7143,0.6585,0.6593,0.552,0.6196,4.8581,2.6474,0.4253,28.0,37.3333,0.0519,6.1212,20.0,26.6667,6.9697,3.2121,16.6144,22.1525,2.7879,2.5464,109.9867,6.6667,0.18,0.1818,0.119,306.6667,0.7185,176.0,234.6667,25.0,33.3333,64.0,85.3333,28.0,37.3333,17.0,17.0,22.6667,35.0,46.6667,19.0,25.3333,142.0,189.3333,2.0348,45.0,60.0,347,4.0,5.3333,0.0,0.0,0.0,0.0,11.0,1.0,1.3333,39.0,52.0,7.0,319.0,425.3333,1.4261,5.0,135.0,180.0,11,14.6667,18.0,24.0,0.024,60.0,80.0,25.0,33.3333,0.4167,22.0,29.3333,12.0,16.0,122.0,162.6667,1,2.4545,12.0,16.0,3.0,4.0,27.0,36.0,11.0,14.6667,53.0,70.6667,14.0,18.6667,33.0,44.0,48.0,64.0,1.7347,1.0107,17.0,22.6667,106.0,92.0,122.6667,750.0,50.0,831.0,6.0192,4,0.4747,22.7273,9.8485,7.0887,14.1234,3.0,1.2792,0.7879,0.7879,0.0212,0.0669,0.7754,0.0798,0.4627,10.161,0.1875,0.1098,18.0,24.0,0.1227,122.6667,0.7391,5.1033,7.2215,2.3586,2.7144,2
0.0663,0.7121,0.0532,0.717,18.0,18.0723,6.0241,105.0,105.4217,0.3488,0.2209,11.0,11.0442,0.0,0.0,0.0194,0.0361,0.0163,0.0299,0.6689,68.1711,20.0803,798.1573,5.1746,7.7951,2.0694,53.2129,7.6364,0.7121,0.717,0.6159,0.5894,0.4317,0.4451,3.964,2.0316,0.501,56.0,56.2249,0.0615,5.5455,11.8971,11.9449,6.3864,4.1136,8.4168,8.4506,3.9318,3.5705,116.3613,14.0562,0.2078,0.1515,0.1127,282.1285,0.628,337.0,338.3534,47.0,47.1888,66.0,66.2651,53.0,53.2129,6.0,13.0,13.0522,46.0,46.1847,7.0,7.0281,167.0,167.6707,1.2918,37.0,37.1486,386,15.0,15.0602,13.0,13.0522,0.0,0.0,20.0,0.0,0.0,59.0,59.2369,53.0,499.0,501.004,1.0,14.0,207.0,207.8313,11,11.0442,7.0,7.0281,0.007,44.0,44.1767,24.0,24.0964,0.5455,74.0,74.2972,53.0,53.2129,20.0,20.0803,4,2.1591,4.0,4.0161,2.0,2.008,25.0,25.1004,11.0,11.0442,42.0,42.1687,12.0,12.0482,44.0,44.1767,91.0,91.3655,1.3675,0.7011,55.0,55.2209,181.0,173.0,173.6948,996.0,13.0,1091.0,7.071,1,0.0881,22.6364,7.1818,3.7189,9.3422,4.0,0.9535,0.8163,0.8103,0.0185,0.0669,0.8053,0.0714,0.3876,6.2343,0.1628,0.1543,20.0,20.0803,0.1737,173.6948,0.6185,4.2461,6.1962,2.139,2.1733,2
0.0725,0.7193,0.0636,0.72,5.0,6.3613,6.3613,63.0,80.1527,0.4444,0.3324,9.0,11.4504,0.0,0.0,0.0302,0.0479,0.024,0.0386,0.6753,59.4704,12.7226,888.9455,5.7796,8.5028,1.9843,38.1679,5.8261,0.7193,0.72,0.6247,0.5084,0.4885,0.5512,4.3939,2.3566,0.5254,33.0,41.9847,0.0543,5.087,12.1094,15.4064,5.1522,3.1522,13.5593,17.251,2.7609,2.7065,118.8555,5.0891,0.2277,0.3226,0.2885,301.5267,0.5531,240.0,305.3435,40.0,50.8906,57.0,72.5191,50.0,63.6132,5.0,14.0,17.8117,16.0,20.3562,3.0,3.8168,189.0,240.458,1.2405,31.0,39.4402,350,3.0,3.8168,0.0,0.0,0.0,0.0,10.0,2.0,2.5445,59.0,75.0636,30.0,413.0,525.4453,0.9705,4.0,179.0,227.7354,15,19.084,6.0,7.6336,0.0076,22.0,27.9898,8.0,10.1781,0.3636,32.0,40.7125,63.0,80.1527,70.0,89.0585,1,2.5217,1.0,1.2723,0.0,0.0,49.0,62.341,6.0,7.6336,56.0,71.2468,13.0,16.5394,46.0,58.5242,55.0,69.9746,1.5369,0.866,25.0,31.8066,145.0,127.0,161.5776,786.0,26.0,902.0,6.1103,1,0.2811,17.087,7.0435,3.9615,8.8535,3.0667,0.7717,0.7846,0.7808,0.0375,0.072,0.7648,0.0797,0.4453,7.424,0.3111,0.2705,16.0,20.3562,0.1616,161.5776,0.7087,4.6733,6.5123,2.2845,2.4733,1
0.0842,0.8085,0.0358,0.75,5.0,8.9606,7.1685,45.0,80.6452,0.5556,0.2857,2.0,3.5842,2.0,3.5842,0.0331,0.0342,0.0219,0.0346,0.7304,63.4978,14.3369,880.2466,5.1476,7.713,2.0421,34.0502,6.0,0.8085,0.75,0.6867,0.6466,0.5269,0.5417,4.1938,2.2322,0.5,27.0,48.3871,0.0547,5.9286,15.8974,28.49,6.3214,3.7143,13.6201,24.4088,3.4286,2.9418,138.5,10.7527,0.2079,0.4,0.3095,317.2043,0.7069,189.0,338.7097,19.0,34.0502,47.0,84.2294,20.0,35.8423,4.0,9.0,16.129,19.0,34.0502,5.0,8.9606,115.0,206.0932,1.226,31.0,55.5556,266,1.0,1.7921,1.0,1.7921,0.0,0.0,8.0,0.0,0.0,49.0,87.8136,19.0,279.0,500.0,1.0282,6.0,116.0,207.8853,8,14.3369,4.0,7.1685,0.0072,44.0,78.853,29.0,51.9713,0.6591,38.0,68.1004,24.0,43.0108,37.0,66.3082,1,2.3929,9.0,16.129,0.0,0.0,22.0,39.4265,7.0,12.5448,38.0,68.1004,9.0,16.129,28.0,50.1792,54.0,96.7742,1.4552,0.7787,33.0,59.1398,104.0,96.0,172.043,558.0,10.0,625.0,8.0985,3,0.2418,19.9286,7.5357,3.7271,10.0212,3.5,1.3229,0.7832,0.7891,0.04,0.0667,0.7653,0.078,0.4767,6.5431,0.3704,0.2011,9.0,16.129,0.172,172.043,0.6562,4.4771,6.4313,2.146,2.3319,1
0.0898,0.7719,0.0394,0.84,5.0,7.874,11.0236,55.0,86.6142,0.3784,0.2432,7.0,11.0236,0.0,0.0,0.0395,0.0584,0.0219,0.0409,0.7571,56.6455,7.874,992.2463,5.3363,7.3404,2.0118,22.0472,5.7632,0.7719,0.84,0.7231,0.6923,0.5213,0.5882,4.3902,2.4,0.4882,32.0,50.3937,0.0507,5.2105,14.978,23.5874,5.5263,2.8158,11.2903,17.78,2.2368,3.4211,117.988,9.4488,0.2252,0.2174,0.2143,330.7087,0.7343,225.0,354.3307,30.0,47.2441,57.0,89.7638,25.0,39.3701,7.0,16.0,25.1969,15.0,23.622,6.0,9.4488,132.0,207.874,1.5048,34.0,53.5433,308,1.0,1.5748,0.0,0.0,0.0,0.0,5.0,0.0,0.0,46.0,72.4409,14.0,310.0,488.189,1.1524,6.0,143.0,225.1969,15,23.622,8.0,12.5984,0.0126,36.0,56.6929,23.0,36.2205,0.6389,31.0,48.8189,28.0,44.0945,57.0,89.7638,1,2.4211,9.0,14.1732,0.0,0.0,18.0,28.3465,8.0,12.5984,35.0,55.1181,7.0,11.0236,38.0,59.8425,43.0,67.7165,1.5748,0.8972,28.0,44.0945,107.0,85.0,133.8583,635.0,29.0,727.0,6.4463,3,0.285,16.7105,6.8421,3.9104,8.2619,2.5333,1.3098,0.6862,0.7384,0.1036,0.2581,0.6621,0.2429,0.485,8.1197,0.2703,0.1735,11.0,17.3228,0.1339,133.8583,0.6824,4.5756,6.4962,2.3312,2.4917,1
