num_words,num_paragraphs,num_sentences,num_words_with_punct,num_total_prop,num_noun,num_verb,num_past,num_rare_words_4,num_rare_nouns_4,num_dif_rare_words_4,num_pres,num_indic,num_adv,num_personal_pronouns,num_third_pers_pron,num_subord,num_inf,num_adj,num_rel_subord,num_ger,num_past_irregular,num_impera,num_rare_adj_4,num_pass,num_agentless,num_rare_verbs_4,num_first_pers_pron,num_neg,noun_overlap_adjacent,noun_overlap_all,argument_overlap_adjacent,argument_overlap_all,stem_overlap_adjacent,stem_overlap_all,content_overlap_adjacent_mean,content_overlap_adjacent_std,content_overlap_all_mean,content_overlap_all_std,all_connectives_incidence,causal_connectives_incidence,logical_connectives_incidence,adversative_connectives_incidence,temporal_connectives_incidence,conditional_connectives_incidence,dale_chall,smog,flesch_kincaid,flesch,simple_ttr,nttr,vttr,adj_ttr,adv_ttr,content_ttr,lemma_ttr,lemma_nttr,lemma_vttr,lemma_adj_ttr,lemma_adv_ttr,lemma_content_ttr,honore,maas,mtld,sentences_per_paragraph_mean,sentences_length_mean,sentences_length_no_stopwords_mean,num_syllables_words_mean,words_length_mean,words_length_no_stopwords_mean,lemmas_length_mean,sentences_per_paragraph_std,sentences_length_std,sentences_length_no_stopwords_std,num_syllables_words_std,words_length_std,words_length_no_stopwords_std,lemmas_length_std,left_embeddedness,num_content_words_not_a1_c1_words,num_a1_words,num_b2_words,num_b1_words,num_a2_words,num_c1_words,mean_depth_per_sentence,num_different_forms,num_pass_mean,num_past_irregular_mean,num_punct_marks_per_sentence,mean_propositions_per_sentence,mean_vp_per_sentence,mean_np_per_sentence,noun_phrase_density_incidence,verb_phrase_density_incidence,lexical_density,noun_density,verb_density,adj_density,adv_density,agentless_passive_density_incidence,negation_density_incidence,gerund_density_incidence,infinitive_density_incidence,num_modifiers_noun_phrase,num_decendents_noun_phrase,mean_rare_4,mean_distinct_rare_4,min_wf_per_sentence,polysemic_index,hypernymy_index,hypernymy_verbs_index,hypernymy_nouns_index,num_paragraphs_incidence,num_sentences_incidence,num_past_incidence,num_pres_incidence,num_future,num_future_incidence,num_indic_incidence,num_impera_incidence,num_past_irregular_incidence,num_pass_incidence,num_rare_nouns_4_incidence,num_rare_adj_4_incidence,num_rare_verbs_4_incidence,num_rare_advb_4,num_rare_advb_4_incidence,num_rare_words_4_incidence,num_dif_rare_words_4_incidence,num_lexic_words_incidence,num_noun_incidence,num_adj_incidence,num_adv_incidence,num_verb_incidence,num_subord_incidence,num_rel_subord_incidence,num_personal_pronouns_incidence,num_first_pers_pron_incidence,num_first_pers_sing_pron,num_first_pers_sing_pron_incidence,num_third_pers_pron_incidence,num_a1_words_incidence,num_a2_words_incidence,num_b1_words_incidence,num_b2_words_incidence,num_c1_words_incidence,num_content_words_not_a1_c1_words_incidence,level
831,16,31,929,114,195,113,38,60,31,52,25,40,36,33,26,66,10,60,19,26,17,1,11,3,2,16,4,2,0.1765,0.12,0.2941,0.28,0.2353,0.2,0.0269,0.0286,0.0198,0.0267,44.5247,3.6101,20.4573,3.6101,15.6438,1.2034,9.0704,7.7177,12.6077,54.0083,0.4765,0.6513,0.708,0.8167,0.75,0.7315,0.5211,0.6154,0.5398,0.8167,0.75,0.6805,1005.3583,0.0477,124.6568,2.0625,26.7419,18.4839,1.4741,4.5271,5.8671,4.3185,0.9662,12.1734,8.2964,0.7782,2.3838,2.1897,2.2806,7.5806,170,300,17,40,45,5,6.7742,396,0.0036,0.4474,2.6452,3.6774,3.6452,10.4839,391.0951,135.9807,0.485,0.2347,0.136,0.0722,0.0433,2.4067,2.4067,31.2876,12.0337,0.5169,0.6708,14.8883,18.5053,2.5694,6.3443,5.4205,1.9204,7.5132,19.2539,37.3045,45.728,30.0842,5,6.0168,48.1348,1.2034,20.4573,3.6101,37.3045,13.2371,19.2539,2,2.4067,72.2022,62.5752,484.9579,234.657,72.2022,43.3213,135.9807,79.4224,22.864,39.7112,4.8135,2,2.4067,31.2876,361.0108,54.1516,48.1348,20.4573,6.0168,204.5728,0
923,20,45,1036,156,192,150,38,53,26,49,49,59,50,95,57,86,15,51,10,24,18,5,8,2,2,18,17,9,0.1111,0.1373,0.4074,0.3725,0.1111,0.1373,0.0212,0.052000000000000005,0.0167,0.0418,75.8397,10.8342,36.8364,3.2503,20.585,4.3337,7.8871,7.2133,10.2719,62.5175,0.4236,0.6198,0.7067,0.8431,0.62,0.6974,0.4399,0.5521,0.5667,0.8431,0.62,0.6455,885.0335,0.0555,107.8032,2.35,20.7333,12.3778,1.429,4.3344,5.9604,4.0965,1.3883,14.0719,7.8239,0.7664,2.3204,2.0668,2.1635,4.5778,184,395,15,15,60,10,5.4222,391,0.0022,0.4737,2.0222,3.4667,3.3333,7.2667,354.2795,162.5135,0.48,0.208,0.1625,0.0553,0.0542,2.1668,9.7508,26.0022,16.2514,0.4159,0.5107,11.9639,16.5541,3.3847,6.6838,5.0243,2.1544,7.4,21.6685,48.7541,41.1701,53.0878,0,0.0,63.922,5.4171,19.5016,2.1668,28.169,8.6674,19.5016,1,1.0834,57.4215,53.0878,479.9567,208.0173,55.2546,54.1712,162.5135,93.1744,10.8342,102.9252,18.4182,11,11.9177,61.7551,427.9523,65.0054,16.2514,16.2514,10.8342,199.3499,0
896,14,35,1030,136,230,135,41,76,35,72,40,41,38,28,25,74,19,85,16,18,12,1,12,10,10,28,2,4,0.3333,0.2759,0.381,0.3448,0.3333,0.2759,0.0293,0.0269,0.0238,0.026,59.1518,4.4643,26.7857,11.1607,16.7411,0.0,8.5013,9.3871,12.6603,49.89100000000001,0.5067,0.6957,0.8148,0.7882,0.7895,0.7721,0.5346,0.6522,0.6963,0.7882,0.7895,0.7316,1196.7391,0.0418,151.1878,2.5,25.8286,17.8857,1.548,4.6228,6.114,4.4049,0.6268,13.3127,9.7094,0.9063,2.4532,2.2183,2.3047,5.8,193,323,31,19,53,14,6.2286,454,0.0112,0.2927,3.1143,3.8857,3.8571,8.9143,348.2143,150.6696,0.5446,0.2567,0.1507,0.0949,0.0424,11.1607,4.4643,20.0893,21.2054,0.5321,0.6442,15.5738,19.9446,2.5137,6.3862,5.4959,2.0296,7.5482,15.625,39.0625,45.7589,44.6429,7,7.8125,45.7589,1.1161,13.3929,11.1607,39.0625,13.3929,31.25,1,1.1161,84.8214,80.3571,544.6429,256.6964,94.8661,42.4107,150.6696,82.5893,17.8571,31.25,2.2321,1,1.1161,27.9018,360.4911,59.1518,21.2054,34.5982,15.625,215.4018,0
343,8,15,386,46,80,47,27,18,8,17,5,21,9,10,8,22,6,28,4,4,12,0,4,2,2,6,2,0,0.2857,0.3333,0.7143,0.6667,0.4286,0.4444,0.0197,0.0312,0.0192,0.0287,69.9708,8.7464,32.07,0.0,29.1545,0.0,8.7297,8.6481,12.2108,54.5112,0.516,0.7625,0.8511,0.7143,1.0,0.8320000000000001,0.5714,0.7,0.8085,0.7143,1.0,0.8057,954.781,0.0569,89.0384,1.875,21.9333,15.6,1.484,4.5471,6.0939,4.3161,0.7806,10.5418,5.3516,0.8075,2.3863,2.0989,2.2564,4.1333,64,108,14,11,15,2,5.8667,177,0.0058,0.4444,2.1333,3.0667,3.1333,7.9333,346.9388,137.0262,0.4781,0.2332,0.13699999999999998,0.0816,0.0262,5.8309,0.0,11.6618,17.4927,0.563,0.6975,10.9756,13.2812,2.5227,6.9814,5.4206,2.1702,7.3544,23.3236,43.7318,78.7172,14.5773,1,2.9155,61.2245,0.0,34.9854,5.8309,23.3236,11.6618,17.4927,0,0.0,52.4781,49.5627,478.1341,233.2362,81.6327,26.2391,137.0262,64.1399,11.6618,29.1545,5.8309,0,0.0,23.3236,314.8688,43.7318,32.07,40.8163,5.8309,186.5889,0
952,12,45,1088,189,213,165,34,59,38,44,59,67,53,61,28,99,30,97,10,15,16,1,10,4,4,11,17,7,0.3125,0.25,0.5312,0.3611,0.375,0.2778,0.017,0.0255,0.0179,0.0314,100.8403,18.9076,50.4202,7.3529,22.0588,2.1008,9.1475,9.0292,11.8476,49.5543,0.4748,0.6901,0.6727,0.6598,0.7736,0.6991,0.4611,0.6056,0.5394,0.6598,0.7736,0.6446,1051.8312,0.0459,136.0,3.6667,21.4,14.4444,1.5935,4.8058,6.5048,4.6085,1.4907,10.3116,7.2742,0.9108,2.6276,2.3181,2.5605,6.2222,186,329,43,26,79,18,5.7333,452,0.0042,0.4706,2.5333,4.2,3.6667,7.4667,352.9412,173.3193,0.5546,0.2237,0.1733,0.1019,0.0557,4.2017,7.3529,15.7563,31.5126,0.5149,0.6399,11.1742,12.4646,3.0736,6.8718,4.8091,2.1829,6.8798,12.605,47.2689,35.7143,61.9748,0,0.0,70.3782,1.0504,16.8067,4.2017,39.916,10.5042,11.5546,0,0.0,61.9748,46.2185,554.6218,223.7395,101.8908,55.6723,173.3193,103.9916,10.5042,64.0756,17.8571,6,6.3025,29.4118,345.5882,82.9832,27.3109,45.1681,18.9076,195.3782,0
716,11,32,793,119,169,111,40,68,37,34,29,43,35,22,16,71,9,82,6,13,17,0,20,8,7,10,5,4,0.2857,0.325,0.381,0.425,0.4286,0.4,0.0474,0.0465,0.0409,0.0429,69.8324,8.3799,33.5196,6.9832,18.1564,2.7933,9.9067,10.6864,13.6228,38.532,0.4539,0.5799,0.6937,0.622,0.6286,0.631,0.5126,0.5385,0.5676,0.622,0.6286,0.5892,867.1465,0.0544,109.759,2.9091,22.375,14.9375,1.7123,5.0223,6.7332,4.7779,1.3111,10.4814,7.6319,1.0158,2.7144,2.351,2.5859,6.9062,180,245,25,31,59,6,6.5938,325,0.0112,0.425,2.1562,3.7188,3.4688,7.4688,333.7989,155.0279,0.5545,0.236,0.155,0.1145,0.0489,9.7765,5.5866,18.1564,12.5698,0.5565,0.7071,17.1285,14.0496,3.0928,6.2015,5.2581,1.8727,7.4615,15.3631,44.6927,55.8659,40.5028,0,0.0,60.0559,0.0,23.743,11.1732,51.676,27.933000000000003,13.9665,1,1.3966,94.9721,47.486,554.4693,236.0335,114.5251,48.8827,155.0279,99.162,8.3799,30.7263,6.9832,0,0.0,22.3464,342.1788,82.4022,43.2961,34.9162,8.3799,251.3966,0
1082,14,41,1263,148,241,130,55,80,36,78,36,63,71,29,26,69,15,106,11,13,20,0,11,7,6,25,2,5,0.4444,0.375,0.5556,0.5417,0.4815,0.4583,0.0286,0.0329,0.0264,0.0313,89.6488,14.7874,37.8928,11.0906,25.878,0.0,10.2282,8.4073,13.5364,45.0173,0.4686,0.7012,0.7231,0.7736,0.7465,0.7361,0.5157,0.6556,0.6154,0.7736,0.7465,0.6978,1039.4279,0.045,125.1416,2.9286,26.2927,18.878,1.5961,4.7718,6.3339,4.5816,1.0996,10.3788,8.8102,0.8876,2.4841,2.216,2.4006,5.9756,258,321,30,43,62,10,6.0488,507,0.0065,0.3636,3.7805,3.6098,3.1707,9.1463,346.5804,120.1479,0.5065,0.2227,0.1201,0.098,0.0656,5.5453,4.6211,12.0148,13.8632,0.48,0.616,14.5985,19.797,2.3776,6.3915,5.6413,2.1783,7.5105,12.939,37.8928,50.8318,33.2717,1,0.9242,58.2255,0.0,18.4843,6.4695,33.2717,10.1664,23.1054,8,7.3937,73.9372,72.0887,506.4695,222.7357,97.9667,65.6192,120.1479,63.7708,10.1664,26.8022,1.8484,2,1.8484,24.0296,296.6728,57.3013,39.7412,27.7264,9.2421,238.4473,0
909,26,43,1095,183,192,166,60,85,51,78,38,63,41,68,55,92,30,84,11,22,38,0,10,11,9,21,12,8,0.05,0.037000000000000005,0.35,0.3333,0.05,0.037000000000000005,0.0275,0.0696,0.0258,0.0614,90.209,5.5006,59.4059,8.8009,13.2013,3.3003,8.6455,9.1016,11.1933,53.3606,0.495,0.8385,0.6506,0.6905,0.8049,0.7461,0.5666,0.7969,0.506,0.6905,0.8049,0.6996,1267.9559,0.0434,146.0425,1.7692,21.1628,15.8837,1.5545,4.6505,6.239,4.3824,0.8462,12.5919,11.275,0.9014,2.5012,2.2363,2.4044,3.6977,232,308,20,18,43,4,5.7209,450,0.0121,0.6333,3.6744,4.2558,3.8605,7.6977,364.1364,182.6183,0.5314,0.2112,0.1826,0.0924,0.0451,9.901,8.8009,24.2024,33.0033,0.4502,0.5166,17.5983,21.9101,2.8037,7.8797,5.2712,1.988,8.1702,28.6029,47.3047,66.0066,41.8042,1,1.1001,69.3069,0.0,41.8042,12.1012,56.1056,11.0011,23.1023,3,3.3003,93.5094,85.8086,531.3531,211.2211,92.4092,45.1045,182.6183,101.2101,12.1012,74.8075,13.2013,5,5.5006,60.5061,338.8339,47.3047,19.802,22.0022,4.4004,255.2255,0
710,14,29,787,110,146,116,45,55,35,48,22,46,37,46,27,66,18,61,7,13,22,0,11,5,5,8,17,9,0.125,0.125,0.25,0.25,0.1875,0.2083,0.0242,0.0369,0.019,0.0337,71.831,5.6338,45.0704,4.2254,15.493,1.4085,9.3432,8.7425,13.5744,46.3791,0.4732,0.6849,0.7328,0.8689,0.7838,0.7676,0.5183,0.637,0.5948,0.8689,0.7838,0.7211,997.9404,0.0509,119.9364,2.1429,24.2069,15.6897,1.569,4.7564,6.4892,4.5442,0.9897,11.8128,7.5114,0.8738,2.6601,2.4298,2.5688,5.1379,151,236,30,21,35,12,6.3103,336,0.006999999999999999,0.4889,2.3103,3.7931,4.0,8.4483,345.0704,163.3803,0.507,0.2056,0.1634,0.0859,0.0521,7.0423,12.6761,18.3099,25.3521,0.5184,0.6612,15.2778,18.4615,3.3259,6.5949,5.0888,2.6207,7.0909,19.7183,40.8451,63.3803,30.9859,2,2.8169,64.7887,0.0,30.9859,7.0423,49.2958,15.493,11.2676,1,1.4085,77.4648,67.6056,507.0423,205.6338,85.9155,52.1127,163.3803,92.9577,9.8592,64.7887,23.9437,11,15.493,38.0282,332.3944,49.2958,29.5775,42.2535,16.9014,212.6761,0
1021,15,54,1155,199,202,183,47,68,35,50,66,91,62,78,45,110,27,70,28,21,28,2,8,5,4,19,20,8,0.1795,0.1053,0.5385,0.3684,0.2821,0.1789,0.0127,0.0226,0.0117,0.0246,76.3957,7.8355,38.1978,8.8149,19.5886,1.9589,8.0231,8.1069,9.2238,62.6083,0.4407,0.6733,0.6393,0.8143,0.6774,0.7011,0.4505,0.6436,0.5027,0.8143,0.6774,0.6595,1025.8042,0.0505,117.6534,3.6,18.9074,11.6481,1.4780000000000002,4.475,6.2586,4.2478,1.8184,11.9075,6.9872,0.8367,2.4711,2.2737,2.3545,4.537,205,395,42,16,59,12,5.7963,450,0.0049,0.5957,2.2222,3.6852,3.3889,6.4815,342.8012,179.236,0.5064,0.1978,0.1792,0.0686,0.0607,3.9177,7.8355,20.5681,26.4447,0.4571,0.56,13.1528,14.2857,3.2457,8.0552,4.8094,2.1813,7.1891,14.6915,52.8893,46.0333,64.6425,1,0.9794,89.1283,1.9589,27.4241,4.8972,34.2801,7.8355,18.6092,6,5.8766,66.6014,48.9716,506.3663,197.8452,68.5602,60.7248,179.236,107.7375,27.4241,76.3957,19.5886,14,13.712,44.0744,386.8756,57.7865,15.6709,41.1361,11.7532,200.7835,0
787,14,41,893,117,225,106,26,84,49,60,37,49,37,34,22,52,10,65,11,7,10,1,16,9,8,18,3,4,0.4444,0.5312,0.7407,0.7344,0.5185,0.5781,0.0447,0.0487,0.0745,0.106,50.8259,6.3532,30.4956,6.3532,7.6239,0.0,8.2201,8.9111,10.3083,55.3459,0.4117,0.5422,0.7453,0.6923,0.7027,0.6706,0.4320000000000001,0.5156,0.5849,0.6923,0.7027,0.6239,801.9622,0.0612,85.0988,2.9286,19.2683,12.9756,1.5604,4.7063,6.3427,4.5544,1.8695,7.5159,5.4616,0.9198,2.7393,2.6438,2.6436,6.2927,182,309,18,22,81,6,5.3659,324,0.0114,0.3846,2.0976,2.8537,2.5854,7.0732,368.4879,134.6887,0.5502,0.2859,0.1347,0.0826,0.047,10.1652,5.0826,8.8945,12.7065,0.4276,0.5138,19.3995,22.9885,2.8563,6.3204,5.612,1.9314,7.3581,17.7891,52.0966,33.0368,47.014,2,2.5413,62.2618,1.2706,12.7065,11.4358,62.2618,20.3304,22.8717,1,1.2706,106.7344,76.2389,550.1906,285.8958,82.5921,47.014,134.6887,66.0737,13.9771,43.202,3.8119,1,1.2706,27.9543,392.6302,102.9225,27.9543,22.8717,7.6239,231.2579,0
1137,25,52,1317,179,283,159,47,124,75,102,48,61,51,47,30,93,18,94,17,21,17,0,19,18,16,26,17,4,0.1786,0.1364,0.4643,0.3409,0.25,0.1818,0.0212,0.0317,0.0169,0.0306,65.0836,13.1926,29.0237,4.3975,18.4697,0.0,9.6233,8.5022,12.1175,47.8941,0.4661,0.6996,0.7484,0.6383,0.7255,0.7029,0.4802,0.6466,0.5786,0.6383,0.7255,0.6473,1079.702,0.0447,135.9989,2.12,21.7308,15.8654,1.6113,4.7655,6.2633,4.5513,1.0703,9.6558,7.2828,0.9064,2.5633,2.3701,2.4476,6.4038,235,345,54,36,101,7,5.9615,530,0.0158,0.3617,2.8269,3.4423,3.0577,8.0962,370.2726,139.8417,0.5163,0.2489,0.1398,0.0827,0.0449,14.0721,3.518,18.4697,15.8311,0.4822,0.5724,21.1244,24.9389,1.9842,6.6201,5.3718,1.9809,7.3582,21.9877,45.7344,41.3369,42.2164,8,7.0361,53.65,0.0,14.9516,15.8311,65.9631,16.7106,22.8672,4,3.518,109.0589,89.7098,516.2709,248.9006,82.6737,44.8549,139.8417,81.7942,14.9516,41.3369,14.9516,1,0.8795,26.3852,303.4301,88.8303,31.6623,47.4934,6.1566,206.6843,0
492,10,19,586,75,121,69,23,38,29,24,19,29,26,7,6,37,7,36,1,15,12,0,1,1,0,6,1,0,0.3333,0.4545,0.5556,0.6364,0.5556,0.6364,0.0212,0.0269,0.0343,0.0384,75.2033,4.065,38.6179,12.1951,20.3252,0.0,9.4782,7.2736,13.624,43.5067,0.4939,0.6198,0.8261,0.75,0.7692,0.7413,0.5407,0.562,0.6522,0.75,0.7692,0.6834,1072.373,0.0538,115.0337,1.9,24.5789,20.8421,1.6199,5.0107,6.4838,4.7238,0.7,8.6043,7.3789,0.8671,2.5366,2.1922,2.3764,7.1053,126,152,10,8,26,7,6.1579,243,0.002,0.5217,3.5789,3.9474,3.6316,8.8947,343.4959,140.2439,0.5122,0.2459,0.1402,0.0732,0.0528,0.0,0.0,30.4878,14.2276,0.4911,0.6095,15.0794,13.9535,2.4816,6.1463,5.1989,2.1014,7.0256,20.3252,38.6179,46.74800000000001,38.6179,0,0.0,58.9431,0.0,24.3902,2.0325,58.9431,2.0325,12.1951,2,4.065,77.2358,48.7805,512.1951,245.935,73.1707,52.8455,140.2439,75.2033,2.0325,14.2276,2.0325,0,0.0,12.1951,308.9431,52.8455,16.2602,20.3252,14.2276,256.0976,0
1029,12,48,1190,178,247,160,32,78,50,56,63,63,71,91,50,86,28,51,16,10,7,3,5,13,12,20,31,10,0.3333,0.2963,0.7222,0.6296,0.3889,0.358,0.0235,0.0356,0.0232,0.0373,89.4072,13.6054,48.5909,6.8027,18.4645,1.9436,8.1371,7.9371,10.7286,56.3261,0.4159,0.5709,0.6937,0.7647,0.7183,0.6869,0.414,0.502,0.5188,0.7647,0.7183,0.626,837.2167,0.055,124.0931,4.0,21.5,14.25,1.5219,4.4099,6.093,4.2393,1.2247,9.6566,7.9517,0.8392,2.515,2.311,2.3674,4.75,190,426,36,43,46,6,5.6667,428,0.0126,0.2188,2.6042,3.7083,3.3333,8.125,379.0087,155.4908,0.5141,0.24,0.1555,0.0496,0.069,11.6618,9.7182,9.7182,27.2109,0.3564,0.4256,14.7448,16.7665,3.0546,6.711,5.5906,1.943,7.9429,11.6618,46.6472,31.0982,61.2245,1,0.9718,61.2245,2.9155,6.8027,12.6336,48.5909,4.8591,19.4363,3,2.9155,75.8017,54.4218,514.0914,240.0389,49.5627,68.999,155.4908,83.5763,15.5491,88.4354,30.1263,26,25.2672,48.5909,413.9942,44.7036,41.7881,34.9854,5.8309,184.6453,0
963,13,45,1105,174,204,165,77,66,37,56,30,93,61,85,54,106,14,75,21,16,43,1,12,2,2,13,26,6,0.1562,0.0857,0.5625,0.4571,0.1562,0.1,0.0231,0.0278,0.017,0.0269,46.729,4.1537,21.8069,3.1153,16.6147,1.0384,8.1904,7.2133,10.5044,61.5855,0.4559,0.7549,0.6182,0.8533,0.6885,0.7287,0.4943,0.7206,0.4848,0.8533,0.6885,0.6868,1129.1482,0.0489,88.2425,3.4615,21.4667,14.5333,1.4351,4.3892,5.8854,4.1656,1.4995,9.8536,7.3018,0.7739,2.3726,2.1874,2.2617,5.1333,219,364,24,27,62,13,6.3333,439,0.0021,0.5584,2.8222,3.8667,3.6667,7.7556,362.4091,171.3396,0.5244,0.2118,0.1713,0.0779,0.0633,2.0768,6.2305,16.6147,14.5379,0.4413,0.5529999999999999,13.0693,15.7303,3.2347,7.3727,4.7431,2.0675,6.9347,13.4995,46.729,79.9585,31.1526,3,3.1153,96.5732,1.0384,44.6521,2.0768,38.4216,12.4611,13.4995,4,4.1537,68.5358,58.1516,524.4029,211.838,77.8816,63.3437,171.3396,110.0727,21.8069,88.2658,26.999,16,16.6147,56.0748,377.9855,64.3821,28.0374,24.9221,13.4995,227.4143,0
897,14,46,1013,148,262,126,54,77,44,52,41,60,41,27,21,70,10,75,16,6,19,0,11,10,9,19,6,4,0.5,0.4286,0.5625,0.5429,0.5312,0.4857,0.0442,0.0498,0.0421,0.0523,53.5117,4.4593,36.7893,4.4593,7.8038,0.0,8.4236,8.1829,10.2872,56.0398,0.4181,0.5305,0.6905,0.6533,0.6341,0.6271,0.4392,0.4809,0.5714,0.6533,0.6341,0.5849,865.0759,0.0572,95.0969,3.2857,19.2174,13.4348,1.5485,4.8032,6.364,4.5351,1.5779,8.745,5.9148,0.8592,2.5069,2.2535,2.3375,6.9565,221,308,20,33,63,8,5.7174,375,0.0111,0.3519,2.4130000000000003,3.2174,2.7391,7.1522,366.7781,140.4682,0.5619,0.2921,0.1405,0.0836,0.0457,10.0334,4.4593,6.689,11.1483,0.4924,0.6018,15.2778,17.4497,3.2985,6.5453,5.5692,2.2764,7.1269,15.6076,51.2821,60.2007,45.7079,1,1.1148,66.8896,0.0,21.1817,11.1483,49.0524,12.2631,21.1817,3,3.3445,85.8417,57.971,561.8729,292.0847,83.61200000000002,45.7079,140.4682,78.0379,17.8372,30.1003,6.689,0,0.0,23.4114,343.3668,70.2341,36.7893,22.2965,8.9186,246.3768,0
1012,13,54,1168,175,235,178,31,68,35,60,68,77,59,56,28,104,22,62,20,19,17,4,12,3,3,17,22,9,0.2381,0.1776,0.4286,0.3084,0.2619,0.1963,0.0242,0.0401,0.0195,0.0369,67.1937,15.8103,24.7036,7.9051,17.7866,0.9881,8.0611,7.3871,10.0153,59.3078,0.4437,0.6043,0.691,0.6935,0.6441,0.6582,0.4783,0.5532,0.5562,0.6935,0.6441,0.6118,930.5697,0.0502,133.6234,4.2308,19.0926,13.463,1.501,4.4985,5.7424,4.3152,1.6712,11.9028,8.7828,0.8417,2.4351,2.3874,2.3286,5.3333,203,349,18,38,104,9,5.4074,449,0.003,0.5484,2.3704,3.2407,3.2963,7.0,373.5178,175.8893,0.5277,0.2322,0.1759,0.0613,0.0583,2.9644,8.8933,18.7747,21.7391,0.3228,0.3995,12.7341,17.5439,2.7909,7.2896,5.052,2.0058,7.3333,12.8458,53.3597,30.6324,67.1937,5,4.9407,76.087,3.9526,16.7984,2.9644,34.585,11.8577,16.7984,4,3.9526,67.1937,59.2885,527.668,232.2134,61.2648,58.3004,175.8893,102.7668,19.7628,55.33600000000001,21.7391,12,11.8577,27.668000000000006,344.8617,102.7668,37.5494,17.7866,8.8933,200.5929,0
517,9,22,589,90,149,80,30,57,33,48,14,20,33,23,10,38,6,37,5,18,8,1,7,7,7,16,13,1,0.5,0.4,0.7857,0.64,0.5,0.44,0.0427,0.049,0.0333,0.0426,73.501,3.8685,52.2244,5.8027,9.6712,1.9342,10.3912,11.3897,14.9154,29.9825,0.5416,0.7181,0.8,0.8919,0.6970000000000001,0.7768,0.5919,0.6711,0.6625,0.8919,0.6970000000000001,0.7306,1013.0365,0.0445,103.191,2.5556,23.5,16.8636,1.8085,5.2901,7.1338,4.9439,1.2571,7.5423,5.4797,1.0683,2.9863,2.5841,2.7771,6.5909,145,152,16,23,37,6,6.5909,280,0.0135,0.2667,2.8182,4.0909,3.6364,9.2273,392.6499,154.7389,0.5783,0.2882,0.1547,0.0716,0.0638,13.5397,1.9342,34.8162,11.6054,0.4581,0.5222,19.0635,21.3333,2.3114,6.0709,5.0498,2.1646,6.6549,17.4081,42.5532,58.0271,27.0793,0,0.0,38.6847,1.9342,15.4739,13.5397,63.8298,13.5397,30.9478,1,1.9342,110.2515,92.8433,578.3366,288.2012,71.5667,63.8298,154.7389,73.501,9.6712,44.4874,25.1451,0,0.0,19.3424,294.0039,71.5667,44.4874,30.9478,11.6054,280.4642,0
784,15,29,873,136,190,126,39,72,34,63,41,55,33,49,20,78,12,70,15,18,22,0,23,11,9,15,21,2,0.1429,0.2174,0.4286,0.3913,0.2857,0.3043,0.0238,0.0383,0.0313,0.0457,58.6735,5.102,36.9898,7.6531,8.9286,0.0,8.6027,9.754,13.6619,45.2652,0.4656,0.6474,0.6984,0.7143,0.6970000000000001,0.6893,0.5038,0.6105,0.5794,0.7143,0.6970000000000001,0.6503,902.9277,0.0506,117.5578,1.9333,27.0345,17.4138,1.5855,4.7819,6.4135,4.5051,1.1235,11.8598,8.3233,0.888,2.5534,2.3251,2.3952,11.3793,189,285,16,10,61,7,7.0,365,0.014,0.5641,2.8621,4.6897,4.3448,9.931,367.3469,160.7143,0.5344,0.2423,0.1607,0.0893,0.0421,11.4796,2.551,22.9592,15.3061,0.4826,0.6042,17.1838,22.4199,2.4248,6.0848,4.987,2.1694,6.8962,19.1327,36.9898,49.7449,52.2959,2,2.551,70.1531,0.0,28.0612,14.0306,43.3673,29.3367,19.1327,0,0.0,91.8367,80.3571,534.4388,242.3469,89.2857,42.0918,160.7143,99.4898,19.1327,62.5,26.7857,4,5.102,25.5102,363.5204,77.8061,12.7551,20.4082,8.9286,241.0714,0
762,13,46,894,137,145,136,35,43,16,37,47,57,41,58,41,69,23,54,13,10,18,2,8,2,2,18,15,6,0.1176,0.0854,0.4412,0.3293,0.1176,0.0854,0.0317,0.0788,0.022,0.0655,49.8688,3.937,35.4331,3.937,5.2493,1.3123,7.7736,7.8939,8.493,63.6764,0.4711,0.6966,0.6471,0.7778,0.7561,0.7194,0.4633,0.669,0.5147,0.7778,0.7561,0.6794,966.9363,0.0501,110.7075,3.6154,16.6304,10.9565,1.4934,4.3673,6.0827,4.1765,1.7776,9.6805,7.0185,0.8406,2.421,2.2369,2.2938,6.7174,138,303,26,15,36,10,5.0217,359,0.0026,0.5143,2.4130000000000003,2.9783,2.9565,5.7391,346.4567,178.4777,0.4934,0.1903,0.1785,0.0709,0.0538,2.6247,7.874,13.1234,30.1837,0.4091,0.5189,11.4362,14.2308,2.8578,7.4385,4.4349,1.7955,6.9781,17.0604,60.3675,45.9318,61.6798,1,1.3123,74.8031,2.6247,23.622,2.6247,20.9974,10.4987,23.622,1,1.3123,56.4304,48.5564,493.4383,190.2887,70.8661,53.8058,178.4777,90.5512,17.0604,76.1155,19.685,13,17.0604,53.8058,397.6378,47.2441,19.685,34.1207,13.1234,181.1024,0
